0,1,2,3,4,5,6,7
384,97,321,355,233,237,371,245
192,353,167,298,397,275,374,319
352,322,42,269,271,367,178,342
103,136,394,234,369,210,182,378
208,113,50,178,404,340,318,223
355,227,293,389,361,273,374,252
65,196,264,140,274,178,214,311
226,227,73,145,306,402,373,311
98,299,363,206,367,240,344,28
396,205,300,306,277,248,93,127
323,217,358,135,78,305,184,185
386,163,389,272,403,407,251,343
262,327,201,300,368,274,339,92
325,104,204,109,149,280,410,412
231,365,398,336,209,148,88,188
384,385,226,239,240,144,276,414
260,365,142,372,374,86,382,287
201,393,137,366,310,344,219,30
161,259,365,366,371,212,408,351
384,358,391,297,331,208,313,190
366,367,343,88,346,252,93,375
225,322,259,358,202,331,332,206
388,300,334,239,111,399,402,383
129,73,138,366,244,116,410,413
64,225,264,241,276,345,286,415
387,324,261,209,242,379,253,255
385,292,295,296,337,212,376,191
384,325,358,104,265,330,395,402
165,399,336,307,214,185,285,159
288,68,140,204,396,402,243,277
407,161,300,404,375,184,122,252
192,274,405,374,157,317,414,351
217,421,281,266,251,274,313,315
420,393,140,397,375,408,315,220
