0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
32,33,34,35,36,37,39,41,10,42,44,43,46,47,25,26
32,33,34,40,41,42,43,44,45,46,47,48,23,24,26,31
32,34,37,38,39,43,44,45,46,47,48,49,20,27,30,31
32,33,35,37,38,40,42,45,48,49,50,22,23,24,27,31
34,35,37,38,39,41,42,43,45,46,48,50,21,23,25,30
32,33,34,38,41,42,43,44,45,46,48,51,52,22,25,29
34,35,38,41,42,43,44,45,46,48,49,50,51,52,28,31
36,37,39,40,42,43,44,45,47,48,49,51,53,54,23,28
32,40,41,42,43,44,46,50,51,52,53,54,55,27,29,31
33,34,35,40,43,44,45,47,48,49,50,52,54,55,56,28
34,35,41,44,45,46,48,17,49,51,52,22,55,54,57,56
35,41,43,45,47,48,49,50,51,52,53,54,55,56,57,58
42,44,46,48,49,50,51,53,54,23,56,55,58,27,29,30
33,34,42,45,46,60,48,49,50,51,52,54,55,57,59,28
35,36,42,43,46,48,51,53,54,55,56,58,59,60,61,31
36,37,41,42,44,45,48,49,51,52,54,55,56,57,59,61
33,40,41,43,48,50,19,51,53,54,55,20,57,58,60,61
64,33,38,46,47,48,50,52,54,56,57,59,60,61,62,63
64,65,36,40,47,51,52,54,55,62,57,58,59,60,30,63
64,66,36,38,40,46,49,50,51,54,55,56,57,60,61,63
64,65,33,67,47,49,50,52,53,55,56,58,59,60,61,63
32,66,67,34,38,41,44,46,47,50,53,58,59,60,61,63
65,69,39,43,44,47,51,52,30,22,55,26,60,61,62,63
64,65,66,67,68,69,70,39,50,54,55,57,26,60,61,62
65,66,69,70,43,47,48,18,50,52,53,51,56,25,60,61
64,66,58,69,70,71,72,13,48,50,53,54,26,59,61,31
64,66,67,68,69,72,43,45,15,50,51,53,56,59,62,63
66,67,68,69,71,73,42,74,45,23,56,57,60,61,62,63
64,65,33,67,68,69,66,73,75,44,52,53,23,56,59,61
64,65,33,69,70,72,41,42,75,47,50,58,59,61,62,63
64,65,68,69,70,71,72,42,74,44,77,76,75,55,56,61
64,66,67,68,69,71,40,76,44,78,77,48,51,55,56,63
64,65,66,68,70,72,74,75,76,45,46,78,77,79,54,62
66,35,69,38,40,74,76,78,47,79,80,56,26,59,60,61
66,69,38,71,73,74,75,77,81,52,54,23,56,59,61,63
64,67,71,73,75,44,77,79,80,81,82,52,53,54,57,58
67,70,71,73,75,78,79,48,80,50,82,83,56,57,62,63
64,65,66,69,70,74,75,76,45,83,84,53,54,59,60,62
32,69,76,77,78,79,47,80,82,83,52,85,55,57,26,63
70,71,72,73,75,77,46,79,45,50,51,83,84,57,61,63
66,67,70,71,39,74,76,77,81,52,84,85,57,58,60,25
65,66,67,69,40,72,74,76,78,79,81,82,86,87,88,62
64,65,67,71,76,77,78,48,81,83,52,84,88,58,28,61
70,71,75,78,79,47,81,82,83,51,49,87,88,89,62,63
69,37,70,71,73,78,80,83,84,53,86,54,88,90,61,63
71,40,73,72,76,77,78,46,23,86,55,56,87,92,29,57
67,68,71,72,39,74,75,46,83,85,53,87,88,90,92,63
65,69,39,71,59,76,77,82,83,87,62,89,90,91,93,94
66,67,73,77,78,81,29,52,85,84,88,89,91,92,61,95
96,67,58,69,70,39,76,44,82,53,89,90,91,92,94,95
64,97,36,69,58,73,74,77,80,81,85,89,90,60,94,95
96,97,68,75,76,81,82,18,53,54,86,89,59,92,94,95
64,65,97,99,68,69,66,80,83,84,93,86,88,89,61,63
65,98,99,70,77,78,79,80,82,51,84,85,55,58,93,62
64,65,66,99,98,101,90,60,80,83,51,85,58,92,61,94
65,97,99,101,102,74,76,79,86,94,88,89,90,91,92,62
96,100,101,103,72,76,78,80,61,85,56,89,90,91,93,94
97,99,37,102,90,104,41,72,76,81,82,61,87,89,58,93
64,97,98,99,96,102,103,105,91,77,80,81,83,87,59,95
97,66,99,69,70,103,102,104,76,44,46,79,48,84,53,94
97,98,66,100,69,104,107,75,78,80,84,86,90,91,63,95
65,99,67,102,104,105,76,44,108,50,85,86,87,88,89,92
97,99,68,101,104,105,107,75,109,80,83,85,86,56,89,91
97,98,104,106,108,109,110,77,76,86,87,56,58,91,92,93
65,100,102,103,105,106,76,109,77,80,94,87,89,91,93,30
98,102,103,72,105,70,75,104,107,78,110,111,86,90,91,92
96,65,98,100,102,108,109,111,79,112,81,83,84,86,93,95
96,97,102,38,103,74,109,111,112,80,114,113,79,86,88,91
66,99,103,104,105,76,109,77,111,112,113,115,54,87,90,93
96,65,97,67,99,107,112,80,114,115,116,53,54,87,24,90
97,66,102,103,105,74,107,108,109,79,112,115,89,90,91,94
98,100,68,102,107,109,113,50,115,116,85,117,114,94,92,62
96,99,58,101,72,41,74,107,75,109,48,81,115,118,90,92
33,98,100,101,102,78,110,80,82,51,84,117,86,56,91,95
98,66,105,107,76,111,80,81,115,117,86,119,87,90,120,95
97,100,68,70,104,110,111,112,113,114,84,53,86,122,92,95
96,101,103,105,107,76,109,77,110,112,113,115,85,120,89,93
98,67,99,102,104,107,76,112,113,117,118,87,122,123,92,95
101,122,103,107,108,110,111,80,50,82,54,119,89,90,123,94
67,101,102,103,104,75,112,83,53,85,119,122,123,93,126,95
