0,1,2,3,4,5,6,7
34,38,72,75,76,57,28,61
65,68,37,7,41,43,77,63
69,71,8,77,78,47,46,55
64,73,76,77,53,56,60,63
65,69,70,72,77,60,29,62
38,73,75,17,52,27,63,31
33,66,69,38,70,42,57,62
64,74,76,47,79,18,51,54
71,39,73,74,75,51,54,25
65,70,73,81,52,56,57,60
72,75,76,47,48,50,53,31
66,71,45,50,83,84,53,87
36,72,40,75,82,83,19,85
66,42,81,86,25,26,59,28
68,71,41,79,84,87,90,61
69,8,80,18,51,86,58,30
65,40,73,74,41,10,87,57
68,72,43,13,84,85,60,62
34,36,43,46,83,86,90,95
32,64,72,78,81,50,24,92
96,45,78,14,50,21,55,92
97,34,44,53,88,57,90,60
65,77,47,51,86,57,28,95
96,65,8,81,84,54,58,92
3,101,79,17,18,57,61,94
34,75,47,81,53,88,91,28
100,68,41,9,74,18,58,92
65,98,99,47,51,90,93,95
65,98,105,73,77,47,83,28
64,69,72,77,16,84,93,61
35,58,38,76,88,24,90,59
99,71,74,80,50,51,88,94
66,77,109,78,19,54,89,63
99,73,108,83,54,28,94,31
99,100,73,106,16,50,91,95
76,77,110,83,53,54,28,62
65,38,70,107,81,82,86,59
96,71,107,48,23,56,27,94
33,75,113,114,54,56,90,27
64,67,102,104,73,77,82,90
102,71,39,75,107,116,90,29
96,66,9,110,79,49,115,92
65,101,71,113,117,53,93,62
66,100,68,104,50,114,116,61
96,65,106,75,107,78,116,57
64,42,43,111,51,54,121,95
101,103,106,108,79,57,59,63
69,45,124,82,119,57,92,63
99,37,79,113,114,87,55,123
122,78,110,79,52,117,126,62
71,105,78,83,116,88,24,124
67,69,107,51,84,120,61,127
65,105,107,76,20,91,92,125
96,97,68,69,70,114,61,127
100,101,49,84,55,119,121,91
65,66,70,103,104,41,51,58
96,129,100,109,112,50,114,119
32,130,73,106,50,118,121,122
106,44,78,83,118,123,62,127
133,71,118,119,122,92,61,62
32,129,100,108,119,121,58,57
100,136,104,108,113,114,88,93
99,36,102,112,119,123,62,127
65,40,140,44,110,59,93,127
1,67,133,71,138,141,30,126
56,101,134,103,49,53,88,58
96,130,107,140,86,57,90,63
70,102,40,116,119,123,62,31
68,101,102,103,53,87,92,62
99,71,75,141,79,116,60,125
35,72,139,140,77,79,23,27
135,104,106,113,117,85,119,62
65,130,133,139,149,87,124,94
129,131,133,108,147,90,125,62
131,36,133,82,114,85,23,61
32,96,131,138,108,45,85,151
67,108,141,112,84,151,27,127
99,73,138,113,148,88,92,62
66,131,134,40,78,80,152,122
132,100,138,16,84,85,151,127
96,106,75,77,110,119,151,155
130,101,69,136,140,78,51,150
134,104,139,109,110,151,56,28
97,100,68,108,142,84,88,57
160,135,142,114,148,116,155,156
100,46,144,84,90,155,92,158
161,99,137,116,151,89,154,27
133,139,109,114,147,151,93,158
65,161,156,18,116,149,120,124
130,135,73,9,142,112,153,60
121,164,106,75,110,143,81,89
101,135,137,43,81,147,125,94
133,105,139,77,81,114,58,124
132,100,167,140,19,83,55,123
101,134,138,10,141,112,22,157
132,38,43,112,114,118,153,159
64,160,137,145,116,57,94,159
167,42,139,77,147,151,155,127
129,67,38,169,146,147,56,91
106,43,173,141,151,121,91,125
164,165,169,174,147,117,153,94
37,169,109,78,142,48,152,61
134,139,124,51,179,87,28,63
101,173,144,145,180,148,59,127
165,136,77,144,114,116,125,159
159,164,166,167,149,182,154,95
128,131,170,74,76,182,151,156
130,135,103,81,147,181,62,127
98,68,165,103,171,179,148,88
162,166,107,181,55,121,123,124
103,107,110,111,81,146,149,125
167,75,77,110,148,181,188,157
67,38,137,74,79,144,177,49
100,136,178,84,181,185,92,158
99,111,145,146,179,150,86,183
133,167,141,112,178,114,116,121
32,162,177,178,115,152,58,95
160,70,108,140,81,114,177,183
32,136,138,106,140,141,77,124
109,176,178,146,83,22,56,158
132,141,82,83,180,181,85,188
103,12,109,124,177,181,22,92
197,45,77,110,178,181,182,159
169,138,142,176,179,52,157,127
96,201,74,79,176,84,122,190
98,102,138,139,144,145,151,62
192,131,175,180,181,56,91,189
197,199,114,19,179,120,92,61
160,161,164,105,79,181,183,63
96,193,167,201,170,172,184,88
162,98,138,113,147,53,119,154
195,200,76,147,182,188,189,127
128,162,103,206,114,84,157,63
96,142,209,180,54,56,122,156
128,194,7,202,80,210,54,191
198,137,173,110,209,149,185,188
98,71,169,212,118,182,184,187
161,170,75,174,146,150,118,126
198,136,44,173,110,178,54,214
187,177,209,216,154,123,157,158
192,136,174,176,116,182,216,187
129,195,167,81,178,210,187,125
129,131,136,169,208,82,151,25
193,135,105,106,169,172,140,86
193,198,134,47,178,21,122,155
104,106,171,112,209,179,120,155
197,171,140,174,207,175,211,123
131,102,167,145,152,218,27,222
72,41,42,112,178,183,220,157
103,200,137,178,180,152,121,220
193,225,130,176,48,182,222,223
194,200,169,146,23,57,221,190
89,172,145,150,86,56,214,183
33,226,167,109,209,178,188,93
192,166,140,208,209,116,117,151
195,136,172,210,146,181,58,191
132,167,204,145,116,181,118,159
194,132,108,142,208,83,87,159
230,71,234,84,151,217,158,127
97,226,67,132,207,83,216,220
197,102,76,176,83,88,154,221
225,167,232,144,16,212,183,56
160,163,230,233,237,143,150,94
197,166,137,181,150,153,125,190
225,229,232,235,178,115,58,188
228,200,72,206,240,178,114,210
67,202,77,110,141,183,216,188
128,195,103,10,171,173,243,214
160,97,197,230,139,235,175,146
128,193,169,202,212,214,94,223
201,235,172,239,241,210,246,61
130,230,232,210,243,153,90,222
64,193,66,196,243,214,247,159
