0,1,2,3,4,5,6,7
224,259,388,325,356,141,336,159
453,328,395,304,145,336,467,470
128,192,262,394,212,310,406,60
389,456,267,241,212,183,413,318
161,218,302,78,468,439,154,475
480,197,454,390,298,242,87,477
290,103,463,434,308,470,375,59
471,132,296,427,436,375,442,123
320,291,234,463,304,467,472,446
387,281,391,243,404,343,312,473
195,166,423,398,403,313,474,478
192,460,307,405,437,471,120,476
480,202,363,434,472,185,414,479
258,423,233,399,469,151,346,254
289,484,456,473,370,307,313,222
389,391,456,169,427,374,473,411
98,103,460,497,146,369,342,378
491,268,203,270,402,181,281,287
480,452,391,456,459,141,286,351
352,457,492,174,432,471,284,415
484,392,399,368,82,403,316,254
356,484,455,205,496,497,468,445
482,197,326,199,143,378,123,445
227,263,392,430,466,149,155,446
390,494,272,208,306,279,282,60
419,425,241,246,471,504,444,350
389,456,175,465,343,440,217,219
322,359,425,494,435,405,375,151
418,230,368,465,273,403,218,478
162,419,453,489,329,137,469,440
389,431,465,114,117,312,88,446
293,485,202,78,219,305,411,349
455,201,333,467,472,379,414,415
193,293,486,366,339,309,412,188
392,457,235,496,209,343,379,508
160,432,434,437,312,218,381,479
517,299,175,271,463,243,276,187
320,256,219,381,503,443,316,349
352,129,418,300,142,242,306,245
486,391,428,368,310,214,378,382
513,354,461,496,305,498,403,502
512,261,199,360,461,269,467,155
323,420,428,335,151,408,187,447
259,453,390,454,327,361,206,270
487,172,461,404,375,472,251,216
514,132,357,454,142,500,469,508
325,230,488,458,235,247,472,479
518,487,333,430,342,374,282,191
450,392,270,51,276,313,318,479
261,325,519,336,272,274,152,446
450,387,453,492,466,437,152,284
481,452,424,235,400,503,376,255
280,197,485,233,530,341,54,376
451,519,488,332,238,466,377,156
450,323,14,243,405,534,121,348
449,291,168,329,303,209,497,403
515,355,358,262,428,399,243,255
418,290,175,403,500,313,410,383
517,455,492,465,145,435,442,283
324,363,243,403,340,312,377,511
98,424,427,400,435,441,62,127
489,394,499,404,533,246,535,415
298,44,527,284,407,89,474,476
522,460,431,436,341,312,476,381
160,488,489,520,521,338,306,149
325,135,524,463,242,471,508,221
465,305,467,468,214,411,29,479
547,457,425,525,463,436,86,539
289,98,514,454,361,139,338,536
288,426,432,529,279,536,222,319
352,417,520,141,334,79,318,543
448,355,261,542,459,305,221,158
236,173,337,242,474,115,410,382
480,289,393,202,273,465,243,435
513,294,104,492,273,437,54,504
548,455,488,116,507,475,412,254
224,487,426,142,251,464,52,347
545,230,510,393,531,403,216,446
325,558,177,531,212,148,473,411
194,550,526,527,468,501,22,441
516,166,362,107,508,209,498,348
480,290,398,339,503,409,253,543
481,522,331,430,336,339,507,414
512,514,264,426,508,302,144,284
480,293,42,493,499,404,474,507
321,169,299,556,208,563,406,511
352,512,233,502,438,278,155,509
545,516,485,454,548,267,236,503
385,546,294,136,490,460,497,505
289,483,452,419,202,205,467,470
419,300,400,86,536,186,445,222
293,520,297,522,206,239,304,502
414,230,360,392,522,563,220,158
256,197,521,522,459,402,434,119
387,131,329,334,270,177,468,469
513,201,394,213,215,216,441,446
516,299,155,337,306,407,539,319
193,546,227,267,428,172,342,473
450,515,548,454,551,169,309,58
327,423,137,303,149,437,120,543
452,102,488,491,473,271,563,409
582,333,528,496,432,565,505,572
514,419,580,326,489,458,527,217
384,225,578,7,427,529,310,348
544,493,242,83,473,218,507,541
290,262,295,521,333,116,151,537
289,556,208,241,342,248,316,542
515,422,585,556,301,205,500,404
516,389,202,499,435,506,284,542
579,73,588,494,567,248,286,447
257,196,496,529,564,566,473,379
583,304,432,563,313,186,93,415
289,355,548,389,295,494,399,249
481,546,483,35,586,467,213,191
544,482,362,397,340,405,184,570
548,453,296,524,462,303,528,472
426,558,562,148,468,470,437,541
232,301,526,495,314,507,348,477
449,354,454,391,521,592,561,477
547,229,518,519,74,402,380,415
327,526,240,531,500,566,347,286
452,422,170,270,401,469,282,348
289,290,419,551,434,148,601,476
513,484,234,78,208,563,445,350
452,357,134,584,424,427,343,445
225,232,41,144,501,471,475,191
