0,1,2,3,4,5,6,7
67,69,7,76,77,48,51,56
64,41,73,78,61,53,28,29
67,35,7,75,77,47,25,63
66,69,70,71,77,49,59,62
74,11,46,78,50,52,21,23
69,72,77,79,80,22,24,63
32,39,74,46,78,81,82,62
38,71,44,77,78,15,84,30
70,59,76,79,84,20,27,61
32,71,78,81,86,28,30,63
36,79,80,81,19,86,87,27
66,68,47,80,51,83,85,63
32,35,67,37,43,22,87,89
34,36,70,74,76,52,87,89
65,38,39,44,80,81,89,90
64,65,39,72,74,80,55,89
32,36,69,72,44,83,86,57
65,75,46,14,16,50,28,63
66,69,41,42,77,80,86,63
64,69,70,8,77,85,56,57
64,97,45,82,89,59,94,57
96,97,35,71,78,81,55,59
69,70,39,10,75,25,60,63
98,74,79,50,84,88,24,61
64,33,99,43,50,23,53,87
69,102,39,79,19,85,86,62
66,35,70,49,83,88,93,62
35,104,75,47,84,85,86,24
64,70,103,76,78,85,55,95
67,70,71,41,73,81,82,53
97,43,77,78,80,83,90,29
96,34,37,38,102,107,90,63
101,41,106,105,51,58,91,60
98,67,69,105,106,78,79,56
68,101,102,10,15,16,49,19
65,99,38,103,107,54,58,93
32,67,75,44,109,50,53,90
34,103,107,44,83,53,62,31
64,66,101,105,108,49,83,21
32,99,102,107,11,75,110,51
101,6,73,78,50,51,94,95
64,96,2,102,108,77,55,57
97,34,67,103,40,105,50,55
33,99,103,105,108,81,120,63
100,43,46,110,78,49,54,59
97,66,100,68,17,83,19,92
34,100,40,77,46,115,118,122
96,33,64,97,102,76,116,84
97,98,35,40,91,87,123,30
96,79,50,82,85,118,86,61
104,73,109,47,112,116,89,125
103,40,72,45,78,111,117,119
32,129,98,26,102,46,25,122
67,100,107,44,112,25,91,57
97,98,68,100,103,17,22,58
65,98,101,71,78,112,85,127
130,133,103,76,114,122,60,126
96,65,132,71,107,109,116,60
102,39,112,53,62,59,126,63
65,70,134,39,79,112,116,26
38,102,104,41,112,116,121,93
97,66,36,47,82,83,51,126
32,133,102,136,41,106,116,58
65,99,69,72,43,119,90,123
128,139,109,115,119,85,87,122
67,68,78,79,81,83,85,58
34,43,110,86,87,88,89,91
97,6,104,137,75,112,113,83
134,108,143,85,28,93,126,63
36,109,141,80,121,122,125,126
35,137,74,46,80,146,114,63
64,68,38,112,144,83,89,126
128,36,135,105,93,121,125,126
133,135,71,144,84,119,124,93
130,39,13,78,114,83,116,124
100,134,103,137,139,149,57,127
101,104,46,114,150,123,92,63
77,110,109,144,149,153,126,57
128,133,140,19,85,150,60,62
96,128,99,76,80,59,156,126
132,43,82,84,154,91,93,30
67,102,80,145,144,115,84,93
132,133,68,74,113,115,150,123
40,105,140,14,113,18,116,151
160,100,69,38,151,152,155,63
162,72,73,111,146,147,60,159
98,134,10,140,141,154,91,159
163,69,109,112,87,152,124,158
121,68,101,140,110,153,91,158
131,132,141,142,14,82,118,157
110,142,113,115,148,147,152,121
96,138,78,147,119,151,157,127
162,166,70,108,111,145,150,91
102,135,170,148,52,86,156,94
67,163,103,139,76,143,115,84
97,131,165,104,113,54,150,126
160,69,165,135,124,83,92,159
164,104,170,139,138,109,115,152
26,75,110,150,57,154,92,127
64,130,133,169,139,53,125,159
66,164,166,168,106,176,152,60
164,68,172,44,18,151,152,60
162,102,107,172,171,109,52,55
160,65,102,142,149,57,59,159
160,132,168,45,143,175,177,27
163,76,78,113,115,118,120,122
6,171,173,78,174,113,90,155
128,173,176,178,179,154,123,124
163,139,140,144,177,150,87,153
34,71,109,141,110,78,92,158
66,134,39,172,110,60,24,156
32,161,101,166,133,173,92,28
96,134,168,107,111,176,119,156
129,98,170,177,85,185,26,187
36,175,80,115,22,152,91,159
128,166,110,80,179,19,117,89
97,103,72,141,78,47,125,159
96,192,133,140,172,118,155,159
39,171,119,182,23,86,185,95
165,105,46,142,184,154,156,95
133,103,177,178,183,90,155,189
164,132,71,170,116,183,120,157
160,171,110,113,184,155,189,190
198,8,79,81,181,150,60,62
193,135,42,107,173,148,150,184
196,103,201,82,50,20,181,24
65,131,80,177,178,176,88,127
97,195,132,200,169,86,120,28
193,196,167,173,141,175,152,58
160,194,104,110,83,150,183,154
192,161,69,177,87,122,94,159
192,196,176,179,181,55,151,183
99,6,136,168,80,113,93,127
128,192,99,206,15,184,124,189
96,74,44,115,150,55,88,57
163,164,195,103,45,46,122,126
131,198,166,175,114,184,26,191
192,70,104,203,45,207,144,83
37,136,41,140,178,180,152,187
162,99,200,137,139,172,115,154
192,197,165,40,72,44,209,87
192,106,77,175,177,116,52,29
33,162,199,144,113,184,58,156
96,160,166,199,146,121,125,94
128,129,205,209,211,220,124,93
204,144,208,149,150,182,187,61
194,165,198,44,207,149,218,157
193,204,141,175,208,145,177,25
129,132,108,173,111,81,93,223
131,167,104,171,204,108,207,89
128,131,72,104,172,174,177,153
228,169,170,205,87,216,153,189
197,166,136,106,172,204,175,221
128,164,71,171,210,148,185,159
227,126,203,150,86,218,156,30
164,73,214,182,152,153,155,158
161,133,112,144,213,216,122,123
194,230,40,173,116,180,213,212
225,229,202,107,235,116,216,221
202,236,173,115,211,87,185,90
65,193,228,217,202,235,48,185
164,103,204,141,209,183,123,157
192,165,77,142,85,186,222,223
226,101,51,87,121,220,189,95
99,227,134,105,74,174,188,191
194,229,230,199,109,143,114,127
161,33,66,195,142,175,146,30
223,68,165,233,238,120,156,159
164,103,74,80,241,242,147,116
193,134,105,236,112,210,243,85
96,65,193,231,239,114,89,189
227,100,38,180,213,150,181,158
227,237,239,114,148,120,58,126
160,232,233,142,114,244,186,155
196,169,204,237,174,180,148,216
224,197,173,208,114,218,124,221
230,169,238,144,147,213,90,221
132,209,241,243,29,219,253,223
228,196,101,235,242,244,117,186
160,100,175,241,178,247,120,190
229,197,113,19,244,122,124,61
160,132,135,74,138,176,89,122
66,174,143,210,179,214,190,191
256,166,232,173,175,245,247,156
100,169,170,202,174,213,120,157
196,261,122,141,77,113,250,222
256,164,104,205,118,151,248,253
234,109,111,181,118,185,92,61
163,131,199,265,203,114,118,184
236,79,241,18,243,213,249,158
130,164,230,201,113,241,154,187
194,101,102,201,202,142,156,190
131,230,233,203,209,117,217,189
129,259,262,201,47,188,89,220
229,168,233,75,237,145,146,245
128,164,262,265,171,144,180,244
36,264,171,235,239,177,273,116
202,172,177,148,249,250,221,57
101,168,201,42,171,144,112,119
257,260,229,171,236,49,275,57
102,39,70,202,108,268,248,255
130,163,241,243,149,87,25,220
265,203,171,270,208,146,182,216
265,240,273,113,213,279,183,155
258,265,269,272,181,278,119,252
280,231,270,274,244,248,123,127
160,135,204,205,173,112,189,221
70,199,177,54,246,218,91,220
162,226,240,276,247,250,94,255
227,164,195,104,143,208,271,216
195,91,237,212,282,123,221,254
263,167,136,268,206,272,276,220
288,141,51,275,245,215,187,252
265,236,239,272,117,277,85,252
192,194,227,167,265,79,211,122
292,231,270,85,55,92,254,223
229,201,170,205,212,280,92,152
291,228,261,269,144,273,211,276
291,265,204,109,237,148,182,280
97,193,100,165,102,146,122,219
196,198,262,136,140,118,151,155
193,258,292,287,220,246,252,255
38,294,232,265,298,250,274,282
160,231,298,269,242,280,217,94
163,261,271,245,181,284,156,222
225,196,104,43,173,214,120,63
133,186,236,273,278,183,154,191
230,263,205,111,156,279,217,124
64,131,234,300,237,212,53,214
262,168,268,113,273,248,154,30
32,289,258,154,186,281,58,285
230,136,174,241,86,183,186,220
131,234,113,209,307,308,84,309
290,197,165,295,232,111,175,212
226,294,200,80,208,81,276,222
161,264,297,139,269,211,180,281
264,104,298,139,79,304,276,311
192,261,302,239,212,86,249,122
193,267,203,306,212,244,120,159
225,291,300,180,277,247,254,223
226,67,196,259,295,233,270,158
292,75,300,140,81,308,278,252
196,167,148,181,219,316,253,255
162,132,203,207,304,249,283,285
32,292,265,268,244,181,284,287
69,261,39,314,212,213,185,154
37,230,266,236,175,304,306,308
96,165,201,266,299,175,272,189
131,294,302,79,273,309,254,190
163,291,131,133,233,265,209,319
323,292,106,251,240,178,20,59
325,198,204,271,272,149,183,280
230,264,200,298,238,175,250,126
291,227,266,111,241,275,246,121
324,170,299,187,269,304,219,319
194,325,229,327,264,303,54,285
227,298,48,306,308,86,184,185
288,289,323,100,199,201,269,250
228,281,269,302,279,249,154,126
35,260,165,202,238,305,52,125
194,327,296,234,212,150,187,189
289,325,201,334,206,209,49,312
321,195,265,137,141,274,149,182
160,323,132,294,329,233,89,190
324,72,76,113,274,312,186,319
321,290,326,262,232,177,307,315
234,202,300,269,143,178,281,318
289,261,319,204,108,187,222,95
322,300,45,269,206,144,275,191
324,231,105,331,334,276,25,251
257,323,263,266,210,276,216,188
105,202,236,207,115,147,307,25
295,136,107,207,241,147,311,124
163,39,45,274,244,213,278,218
137,176,215,312,281,156,158,216
259,200,104,173,119,252,157,343
258,68,261,237,109,214,282,158
65,259,228,231,328,327,269,255
217,70,204,334,242,313,315,156
352,320,298,342,215,216,122,315
160,261,136,173,175,214,286,255
72,202,203,337,210,58,219,191
355,166,299,241,146,185,347,254
224,170,337,309,313,285,95,319
352,327,138,267,174,303,215,283
290,328,201,301,337,275,154,349
224,169,330,106,239,313,282,316
163,69,198,103,243,278,247,218
324,297,335,306,213,248,283,316
225,265,305,310,347,253,254,63
328,298,269,270,336,305,218,191
228,37,328,169,330,340,311,345
258,231,238,272,337,314,125,319
359,46,209,177,119,26,317,287
160,321,197,262,336,147,84,278
321,260,268,207,56,250,62,319
325,328,145,307,246,343,344,317
66,329,331,210,85,341,316,319
64,260,329,330,235,140,333,348
353,291,261,166,108,207,341,318
195,298,270,371,344,377,154,27
332,366,208,49,343,376,378,319
194,261,328,270,274,277,286,351
290,262,341,118,312,378,125,190
38,73,361,271,368,305,250,319
197,37,234,363,172,334,371,148
193,194,355,291,238,148,278,284
129,356,366,110,238,49,216,220
321,357,101,138,236,306,344,281
384,362,237,206,272,49,219,29
289,387,264,298,139,367,117,246
384,96,131,36,231,359,305,275
318,290,358,302,214,248,220,254
357,133,202,147,308,181,283,287
359,328,314,365,276,119,378,222
388,357,134,202,299,235,278,254
385,231,333,302,208,375,380,343
102,169,175,372,375,185,378,317
356,334,241,210,114,246,28,317
352,291,356,231,302,308,183,312
288,386,259,325,379,311,56,347
352,130,387,202,174,316,248,348
324,292,167,329,269,376,378,220
388,70,399,336,337,239,282,156
290,43,314,301,238,271,184,122
256,192,354,356,270,345,283,318
357,295,237,333,303,308,376,249
295,329,361,171,395,402,189,286
67,261,266,106,398,272,245,91
256,168,393,298,274,341,222,126
356,329,333,146,376,217,154,188
258,195,265,371,181,118,309,314
323,137,203,271,81,404,277,250
288,256,384,364,307,276,312,250
352,130,103,362,173,406,374,286
68,297,401,347,182,219,316,287
160,225,290,329,333,282,315,31
293,294,389,296,171,282,156,189
355,198,360,393,266,142,122,221
385,225,359,138,406,346,347,188
359,395,305,339,373,118,408,318
293,299,395,238,368,277,181,217
418,195,359,204,140,374,343,286
255,351,104,394,370,373,285,383
133,397,206,174,336,373,313,26
291,419,357,422,136,298,334,383
225,196,296,394,272,145,220,221
421,294,392,362,142,370,411,252
261,302,335,270,209,343,311,158
159,136,415,334,240,247,345,223
288,232,298,268,283,374,219,318
160,270,303,302,177,180,375,376
385,98,270,249,250,412,29,415
96,260,230,391,428,400,186,287
193,66,421,264,396,46,404,254
257,390,394,300,336,404,245,382
420,392,364,430,79,93,154,29
361,427,334,150,248,313,317,285
354,290,346,144,245,281,410,415
161,354,356,228,230,364,273,146
262,431,178,95,377,31,350,383
387,391,104,298,366,435,244,279
418,357,265,213,373,344,57,414
356,390,199,330,405,440,185,412
385,133,268,333,147,404,440,383
131,132,167,266,394,336,311,440
129,194,326,274,341,376,184,255
417,169,142,372,437,404,440,414
227,172,204,397,272,82,89,415
289,258,290,202,143,337,157,222
65,259,324,295,299,113,274,188
385,260,268,429,332,300,180,406
104,331,427,337,339,379,349,62
224,192,325,331,396,180,148,437
364,302,174,219,149,407,315,189
226,203,235,367,242,85,440,281
325,425,202,107,237,372,182,438
452,165,359,298,332,370,215,444
417,289,326,298,206,367,438,252
385,455,235,363,399,271,339,190
384,193,258,359,426,172,443,349
448,417,330,397,399,442,411,318
165,265,458,367,16,433,307,410
289,422,425,427,428,339,441,189
387,424,299,237,433,434,443,187
98,66,425,302,272,406,120,441
256,421,333,79,411,347,444,255
320,355,198,401,248,314,316,216
227,260,261,463,149,216,281,127
289,418,258,390,361,396,332,368
297,428,335,368,150,279,60,447
449,353,289,428,337,466,341,251
324,423,328,369,212,468,310,350
416,321,427,337,370,404,248,319
416,450,164,329,335,337,470,216
323,393,138,75,297,400,281,346
448,421,389,231,392,296,334,378
239,401,435,372,373,472,411,126
162,450,422,367,241,435,406,440
418,451,424,304,215,153,189,158
165,366,430,431,208,148,157,222
162,451,290,358,264,460,284,220
392,136,365,245,246,471,126,287
224,353,225,451,387,265,398,464
294,295,137,395,368,436,153,379
481,99,424,218,404,214,280,250
132,203,220,278,407,409,476,383
390,360,329,460,461,19,314,348
291,202,235,401,434,309,155,447
480,481,292,421,296,274,243,375
486,463,336,188,405,409,315,316
320,135,336,242,341,347,412,285
420,229,485,463,368,374,408,415
477,332,379,213,54,346,411,349
359,295,239,466,306,213,310,376
386,387,130,198,141,462,373,439
482,196,489,176,436,151,408,120
410,306,149,215,474,443,476,285
416,448,456,145,246,279,253,285
448,419,423,392,489,441,243,345
32,167,429,142,336,403,436,407
194,453,454,486,233,205,400,474
480,257,395,205,463,240,247,412
453,455,395,47,81,369,244,478
230,300,177,500,212,341,278,470
132,324,39,463,116,470,478,319
259,424,429,302,468,441,381,255
483,423,455,495,209,275,409,189
358,393,463,367,63,347,189,447
194,303,497,498,403,184,475,445
456,492,398,433,467,501,478,63
321,162,387,324,228,333,471,506
257,430,370,275,406,409,254,479
483,135,456,333,335,435,377,383
163,230,371,435,119,377,506,219
98,454,233,236,462,371,436,439
198,460,397,469,472,379,477,184
419,357,390,492,84,152,411,415
256,482,227,165,421,199,183,472
449,290,391,363,428,208,180,479
296,364,366,431,472,346,508,350
354,483,261,518,232,460,438,122
477,417,259,405,282,91,381,478
484,296,489,431,467,376,347,158
291,263,361,201,342,374,377,508
517,521,266,175,185,507,508,255
481,132,101,106,172,367,180,511
481,354,387,231,399,431,499,344
516,453,233,297,75,305,503,284
519,493,495,497,506,216,474,351
520,459,524,145,220,346,476,479
513,422,201,209,498,502,343,475
288,485,296,204,207,144,435,216
101,425,170,523,299,150,407,506
384,521,465,402,276,412,317,126
290,458,493,500,405,374,188,286
164,356,198,329,238,528,243,319
516,297,266,236,400,339,147,248
385,429,335,176,469,91,508,319
451,107,429,210,533,471,314,479
225,394,363,338,341,501,285,190
170,430,465,407,505,186,443,511
486,262,489,171,364,301,236,277
417,263,361,234,301,369,152,410
485,73,267,79,496,242,437,475
416,484,525,397,529,500,475,255
480,487,488,359,491,527,181,477
384,385,288,512,395,428,88,511
484,487,175,470,151,182,534,314
424,367,404,533,408,380,538,92
416,485,428,529,243,407,313,317
422,326,457,458,235,463,533,536
353,322,485,262,357,204,246,95
420,456,265,466,536,91,380,253
358,519,457,331,299,111,499,477
385,194,552,395,206,527,147,403
546,230,552,211,469,182,183,541
225,451,484,523,427,334,534,252
320,481,549,518,263,234,469,255
418,259,294,550,266,526,377,507
427,332,301,557,463,433,498,309
419,203,558,497,219,444,221,350
385,383,169,458,397,368,113,447
486,428,366,560,437,374,476,540
231,553,429,175,560,433,370,318
230,335,464,495,531,533,313,126
193,228,356,453,389,425,269,497
289,429,462,372,469,501,342,541
352,547,454,456,266,464,561,309
449,452,429,465,561,437,248,286
485,294,520,495,496,274,82,58
544,449,258,291,487,167,563,158
64,420,229,233,532,376,442,284
353,296,521,202,428,365,526,286
547,234,492,254,281,378,477,382
514,422,424,558,465,371,58,316
419,455,494,498,278,535,472,476
525,303,338,500,54,503,350,479
544,488,104,464,433,276,374,311
160,228,442,529,403,537,410,475
547,132,510,524,461,495,372,62
513,503,326,428,307,407,151,507
513,417,262,269,531,532,247,440
576,345,362,522,566,473,506,540
544,484,231,295,335,538,88,154
130,391,457,333,557,218,509,478
323,228,357,427,557,335,150,154
385,194,292,171,556,429,528,511
547,387,451,497,51,404,221,510
256,386,294,236,500,505,410,123
545,322,293,262,587,403,564,376
512,418,195,455,373,310,535,378
581,293,301,433,468,341,122,476
512,481,451,554,464,84,445,542
448,289,582,426,332,591,145,152
332,314,400,561,372,565,538,413
291,357,141,500,213,374,474,347
513,579,497,565,374,471,505,60
320,128,160,233,594,51,308,472
450,388,351,235,335,561,506,415
422,519,497,532,597,411,379,351
37,421,510,465,566,568,219,478
421,326,551,553,534,441,250,444
582,202,555,557,303,564,472,573
483,485,200,457,363,437,438,376
355,48,242,275,212,55,446,351
97,195,454,554,427,557,372,502
129,261,361,219,527,211,598,251
289,130,357,432,468,567,183,573
320,591,410,531,501,538,509,446
324,584,490,333,596,376,57,442
581,360,555,468,564,470,568,126
160,417,391,488,334,562,312,382
514,484,488,238,591,273,181,247
453,103,521,239,497,246,600,509
609,296,457,364,429,594,278,121
353,610,391,232,552,330,334,406
321,547,582,456,205,595,407,507
257,141,303,594,438,539,573,255
484,200,114,435,564,534,376,474
353,517,358,581,422,180,604,253
599,328,594,276,183,570,571,158
518,328,552,490,363,267,366,595
547,262,362,588,590,370,402,125
546,554,275,404,599,314,508,382
581,525,403,373,503,248,505,186
449,350,486,334,368,596,442,254
289,579,516,530,376,569,510,575
224,589,621,80,371,504,313,127
518,488,332,496,565,443,569,315
451,294,550,607,143,214,188,511
421,294,326,457,617,587,240,501
323,360,393,587,427,398,175,560
612,398,622,623,82,501,536,574
352,576,194,328,402,378,603,542
544,328,456,622,239,498,348,412
456,139,269,346,562,372,58,572
386,582,519,553,266,458,493,222
617,139,172,314,303,209,474,255
129,163,229,428,365,176,406,442
98,615,616,557,599,444,253,383
484,302,239,593,435,467,375,636
517,454,518,488,240,628,375,152
162,612,13,306,626,244,371,600
483,395,204,111,432,533,187,190
609,257,324,264,499,570,412,255
576,581,361,586,396,558,278,283
481,578,387,549,391,542,569,318
503,200,554,302,400,471,601,511
384,357,297,365,237,277,439,280
324,516,261,135,138,621,148,533
416,577,353,551,617,585,473,537
160,481,513,431,561,562,376,475
641,258,581,359,528,439,344,216
481,131,646,139,592,565,408,379
545,357,39,465,273,598,606,511
548,613,555,341,470,248,442,540
520,552,366,625,115,244,499,442
454,525,591,175,243,220,541,414
640,517,614,486,464,339,309,311
65,450,643,135,551,334,628,600
386,611,452,230,554,524,237,538
416,641,312,313,652,309,568,377
480,390,486,552,585,307,500,604
423,424,617,394,361,235,177,351
160,610,551,585,329,404,504,281
482,551,426,362,494,628,279,507
386,452,206,367,336,175,248,541
643,584,557,622,274,563,596,186
515,519,525,462,340,601,382,223
545,641,614,172,461,566,189,639
549,326,462,656,273,504,443,381
450,164,293,167,361,204,429,381
588,496,593,565,214,600,381,478
651,492,334,659,536,603,220,445
644,395,240,402,659,437,149,183
420,198,647,455,266,307,564,607
481,271,431,336,338,664,667,252
645,422,327,202,631,538,443,254
290,590,239,624,337,471,665,509
351,519,651,531,436,375,670,639
608,385,674,386,648,462,477,413
672,551,371,119,630,342,569,636
331,334,273,627,468,314,284,542
193,387,618,107,74,620,222,319
547,456,553,618,300,44,175,670
288,581,328,426,656,501,412,573
384,417,130,426,459,458,334,188
608,641,549,455,680,649,277,602
675,647,362,492,655,305,599,215
162,355,260,686,367,595,605,510
482,490,460,303,431,593,341,663
615,681,684,591,304,628,124,638
576,289,324,648,277,374,119,378
290,582,199,519,296,525,537,637
672,449,546,511,624,180,533,383
682,234,430,686,626,661,90,351
673,581,423,687,532,437,630,569
513,354,584,169,303,634,283,543
544,685,590,468,596,661,632,473
672,483,260,587,493,625,667,412
513,258,202,430,341,503,633,635
449,513,229,364,686,659,276,508
548,613,167,618,272,693,503,696
477,580,614,457,655,467,379,285
477,161,490,593,401,594,541,63
160,354,617,651,207,657,542,479
259,458,588,303,593,375,472,700
453,391,493,685,111,630,696,410
672,704,173,597,536,347,508,604
672,484,691,150,598,664,446,479
516,680,234,703,467,666,702,127
356,484,644,203,459,656,211,662
513,90,71,525,688,401,439,442
520,523,268,269,559,306,472,635
672,581,525,309,279,156,413,351
606,460,238,630,696,474,667,702
481,488,105,398,663,504,286,671
673,549,145,595,212,310,153,666
128,320,393,618,402,661,315,699
385,705,395,590,527,559,147,314
384,642,426,460,335,400,600,573
417,675,645,582,655,688,561,633
226,202,618,561,274,661,601,703
483,484,396,590,370,274,375,637
582,712,588,558,307,694,248,411
673,551,651,621,722,179,185,57
385,578,648,652,558,271,434,541
419,357,616,265,555,348,599,412
452,357,649,511,593,625,638,255
548,638,497,501,693,94,218,670
576,451,387,646,685,687,307,572
481,168,523,365,495,376,315,511
582,586,618,397,461,534,602,604
704,577,686,623,596,568,570,541
674,519,584,267,238,208,598,543
482,645,209,145,661,441,347,703
357,688,277,437,695,568,505,575
256,388,328,402,243,215,602,157
676,137,460,365,558,304,375,317
737,674,327,590,468,375,444,220
321,525,242,597,662,604,542,543
288,585,714,457,689,497,595,727
711,333,561,530,210,376,314,639
225,418,197,614,369,178,532,438
360,267,80,402,437,310,569,509
737,232,236,492,525,304,182,535
354,546,649,330,491,568,537,184
493,143,468,252,694,408,603,667
65,387,677,491,238,687,503,95
485,236,495,720,463,658,692,285
513,705,678,584,463,692,404,346
737,700,520,464,689,659,565,604
