0,1,2,3,4,5,6,7
68,69,74,76,77,78,44,61
72,74,42,46,81,51,57,58
66,69,72,10,78,55,24,59
34,66,37,48,82,24,27,63
74,42,44,47,81,82,56,60
65,5,41,44,77,84,52,26
34,74,43,77,50,83,85,60
67,73,41,74,51,83,54,59
65,33,35,88,47,24,90,59
64,69,41,74,79,53,87,26
38,73,10,76,81,88,92,61
34,68,70,38,56,25,90,57
68,71,41,45,83,84,90,29
65,68,36,46,78,52,54,28
74,42,61,84,54,90,93,63
68,90,73,77,52,84,87,26
69,49,50,85,87,88,57,90
34,35,66,13,48,84,86,30
97,99,72,85,88,57,56,59
99,73,77,46,88,93,94,95
99,39,75,76,84,24,90,27
70,46,80,84,23,90,93,94
38,71,78,81,82,86,62,31
103,73,81,50,93,90,61,30
97,99,69,102,74,43,50,93
98,99,36,15,80,85,92,95
70,105,10,42,61,88,90,29
64,97,37,69,83,56,90,92
64,65,98,101,103,78,16,93
98,38,41,79,52,87,88,30
36,44,110,47,111,83,91,62
64,108,109,110,79,83,21,92
36,73,106,11,44,78,48,24
100,102,112,81,22,86,89,29
66,9,107,44,79,83,85,88
69,70,15,80,51,116,58,60
66,99,103,15,81,114,55,91
98,3,40,78,48,84,117,58
96,97,107,108,45,114,83,119
96,104,74,107,10,120,57,95
68,41,106,79,115,52,51,118
121,36,101,49,21,119,89,122
99,68,43,45,113,52,123,92
39,108,76,110,18,22,119,124
96,64,67,100,112,52,85,87
98,69,43,88,121,59,125,30
65,99,100,70,46,84,85,31
129,36,75,107,48,49,122,126
96,101,103,104,74,120,91,94
110,78,84,52,86,88,122,93
129,99,70,106,88,121,122,120
100,133,49,119,120,123,95,127
64,98,68,74,109,80,57,126
134,104,42,46,110,80,114,55
96,98,131,104,75,110,29,62
128,96,132,76,14,80,118,125
129,98,133,74,76,77,119,121
131,102,104,136,74,78,79,93
96,130,98,135,76,79,115,122
131,135,116,85,86,118,88,89
67,101,70,59,85,86,91,125
128,38,102,137,139,46,80,90
130,110,112,50,51,87,120,125
64,66,36,73,45,47,48,127
71,137,105,80,145,146,124,125
129,130,102,138,108,113,23,120
67,101,108,78,81,121,122,59
33,68,69,105,145,115,51,27
100,102,14,111,142,114,91,126
66,132,69,143,51,85,150,93
129,65,131,71,74,139,138,109
38,71,135,70,139,111,85,121
135,109,119,150,87,120,89,90
101,139,76,146,147,116,149,92
99,70,142,84,152,59,124,126
70,103,72,106,139,138,77,148
75,111,144,81,143,80,116,123
41,142,152,153,58,28,95,159
128,98,100,145,150,88,156,127
65,38,134,72,135,150,118,120
161,129,37,107,76,110,23,123
163,133,135,117,120,90,125,158
163,136,105,138,139,77,51,126
162,130,154,74,88,90,29,95
96,165,143,115,83,150,157,62
128,130,38,71,138,76,83,63
168,137,109,142,117,88,89,156
102,71,137,141,142,84,25,127
160,162,75,46,84,150,119,152
106,141,114,148,117,54,157,159
172,108,46,109,78,56,157,158
133,169,107,78,111,145,54,158
70,171,140,77,118,22,122,93
39,139,111,83,147,52,151,158
160,129,137,169,172,173,175,117
97,99,102,135,169,145,124,158
160,161,98,170,10,45,142,148
100,102,103,73,172,84,154,127
161,100,140,143,148,118,158,63
163,100,101,75,173,110,177,145
96,131,165,109,111,86,152,153
163,99,177,148,120,121,154,62
163,172,77,178,50,151,60,63
97,163,133,70,137,139,176,29
165,135,74,78,145,180,21,154
130,167,104,109,115,181,150,185
162,67,165,59,109,113,186,123
135,167,173,111,144,50,154,157
135,171,139,112,83,147,149,120
132,7,170,43,46,175,181,95
67,100,169,110,142,116,185,127
193,166,108,175,147,84,157,127
66,11,86,152,126,187,189,190
167,144,51,125,185,26,189,158
166,134,136,72,40,121,90,94
160,67,101,134,107,78,181,29
163,136,170,173,174,150,183,159
28,187,144,113,148,182,155,188
128,131,199,169,79,178,118,90
163,102,170,107,143,178,54,158
66,195,197,70,168,47,48,91
159,194,196,101,181,88,187,127
192,129,68,11,174,112,55,158
194,199,104,72,53,152,89,124
166,199,173,92,150,120,154,156
100,37,70,139,48,179,184,155
194,98,69,39,206,207,86,189
193,135,199,207,111,144,84,188
97,200,169,15,80,117,181,156
175,146,84,86,183,120,90,155
64,192,168,172,13,147,89,159
70,104,170,205,45,211,84,117
203,77,173,206,208,209,49,93
67,164,104,73,209,179,151,183
108,205,80,148,149,150,85,120
97,196,165,72,21,87,184,217
194,204,142,207,82,179,61,94
165,170,204,208,210,115,216,93
129,67,100,163,198,106,139,186
170,204,78,144,211,182,57,63
131,199,136,80,114,149,187,159
165,172,177,184,185,27,125,127
134,203,172,187,174,143,213,219
64,193,141,110,144,216,89,219
224,129,205,146,120,89,155,220
160,96,200,169,78,206,176,156
97,195,101,172,205,80,208,150
135,170,180,181,185,189,94,223
99,47,179,119,120,217,219,29
160,169,173,210,212,152,90,187
225,204,208,81,150,123,125,31
226,136,142,110,117,214,215,185
225,164,229,113,213,216,158,222
225,227,168,83,87,92,221,191
230,143,124,210,147,146,115,188
196,232,237,46,141,21,153,155
192,230,233,107,185,90,156,190
129,231,232,202,182,150,92,127
8,210,211,116,146,157,156,221
194,227,133,232,170,120,122,92
137,202,174,157,185,125,190,63
228,132,104,173,181,182,183,216
224,98,229,198,70,212,52,189
194,205,173,146,213,214,151,223
128,101,198,42,176,214,246,216
193,67,131,111,82,212,213,217
97,226,98,143,243,93,222,191
160,165,238,144,212,247,56,63
192,67,35,195,167,231,201,118
197,232,137,170,237,207,145,247
227,229,230,250,235,16,208,186
129,100,106,175,240,115,86,159
194,164,199,16,240,211,220,62
228,166,203,205,239,175,188,31
224,186,250,178,211,119,154,221
227,7,199,41,244,21,218,253
257,225,191,111,178,187,156,159
165,236,205,146,243,246,89,250
135,137,233,235,181,245,124,94
103,237,240,210,120,250,187,127
164,200,201,169,211,88,253,223
164,173,206,213,149,86,220,254
263,137,234,107,176,210,119,248
259,261,103,232,136,41,237,177
193,260,137,237,146,119,251,221
166,232,267,140,240,209,50,255
103,73,139,110,239,78,207,255
227,58,228,40,76,157,218,253
132,197,263,170,207,51,244,219
194,107,203,206,243,246,188,127
228,210,147,54,151,153,251,189
129,162,197,200,202,273,249,221
230,200,105,18,214,119,91,223
236,173,46,242,214,186,220,253
256,230,232,110,274,188,250,124
164,239,272,148,245,213,182,57
160,97,139,85,213,151,55,222
259,236,270,144,215,248,251,31
226,261,265,171,268,236,175,180
64,65,195,41,202,203,141,216
164,198,236,269,210,243,148,123
224,160,258,262,174,283,273,251
192,257,132,261,264,107,55,248
131,229,107,175,177,243,212,276
227,77,239,179,183,124,253,63
228,154,201,270,213,218,219,254
288,224,231,240,243,84,126,255
162,163,198,233,109,118,157,95
226,262,234,268,236,210,149,153
160,97,261,199,41,84,245,251
128,224,290,259,292,260,137,176
129,195,136,137,200,121,186,189
68,231,201,271,148,216,89,285
289,269,141,48,242,275,248,255
35,196,101,292,135,209,241,158
259,166,103,167,234,242,280,30
32,268,76,208,82,211,212,245
99,260,294,113,242,213,182,59
33,261,207,241,148,213,251,284
138,241,83,86,183,248,57,223
289,290,197,261,263,297,111,280
192,270,207,178,242,249,190,191
33,75,109,269,180,88,251,95
102,208,178,214,183,186,127,159
198,264,108,237,301,118,246,31
192,295,264,203,239,185,90,157
257,196,173,269,273,117,90,219
288,290,260,294,265,309,246,223
72,137,304,273,217,186,60,221
258,131,231,296,265,295,276,253
192,294,136,105,265,299,177,284
97,106,270,305,210,310,216,221
107,173,78,303,117,58,221,223
194,69,300,208,245,214,280,287
162,290,167,137,113,276,286,95
236,155,205,278,25,154,251,124
287,135,264,144,211,244,318,255
43,140,44,272,211,150,122,220
256,130,260,298,238,178,306,253
129,230,237,179,151,250,286,223
201,106,266,305,88,89,285,286
96,228,293,199,76,269,274,313
193,97,302,275,86,156,29,254
324,268,273,209,87,215,219,311
320,258,163,197,303,209,305,310
72,200,107,141,270,279,253,255
224,267,305,189,285,91,317,286
288,258,263,269,206,278,57,189
293,294,199,137,267,300,81,62
289,324,325,166,234,331,46,154
257,162,33,98,266,210,307,93
132,265,169,201,332,117,214,279
226,227,324,206,178,277,247,120
128,108,80,242,211,316,119,279
129,325,109,150,281,283,318,191
288,331,268,239,337,83,246,89
193,290,287,300,147,218,285,127
34,291,206,335,184,217,251,29
332,270,271,306,339,93,250,125
193,260,132,293,188,213,252,319
327,231,107,141,81,185,122,220
259,333,270,141,272,313,285,318
194,197,261,201,306,213,91,191
224,255,326,295,76,116,316,159
194,198,295,173,303,240,316,125
256,201,239,207,310,87,153,314
197,262,299,172,332,336,307,284
200,141,238,209,241,187,220,157
257,228,166,267,269,340,149,347
292,198,326,297,170,218,190,126
97,292,229,264,329,299,186,124
265,301,335,305,179,307,340,88
160,233,205,334,303,306,253,125
224,292,197,39,297,337,92,222
259,229,269,307,244,317,316,285
162,197,231,73,329,171,235,145
288,319,230,341,149,123,156,255
199,39,306,244,86,343,249,158
325,328,334,247,27,220,317,286
320,296,200,300,236,176,340,314
327,73,304,272,147,183,350,63
193,99,355,293,329,209,340,315
293,134,171,204,304,242,251,316
132,267,252,341,278,247,184,284
97,231,264,265,335,113,344,218
288,228,166,136,211,61,184,253
353,264,365,207,211,250,157,158
226,293,233,339,309,87,311,283
99,195,239,367,247,216,121,220
249,103,234,300,368,305,309,217
227,328,269,335,307,215,314,125
258,132,236,370,371,307,373,187
325,363,299,300,207,149,310,283
263,345,106,331,362,333,87,153
134,360,301,302,239,238,372,188
32,355,131,351,300,240,145,223
356,293,307,243,282,316,62,319
198,364,366,368,243,213,248,189
259,135,205,145,246,55,185,349
323,227,202,176,347,309,123,127
192,225,196,358,266,269,119,284
292,233,300,367,336,340,341,116
320,224,102,298,179,252,88,380
161,193,105,268,208,306,339,150
325,304,309,341,213,347,127,255
289,292,296,299,363,369,342,253
228,166,263,76,207,243,380,381
73,74,240,274,374,342,379,383
329,333,348,280,220,349,318,383
160,234,141,206,340,375,120,383
257,185,139,366,335,113,153,284
387,358,330,141,337,247,380,316
326,392,265,171,333,368,311,382
326,262,392,360,365,237,149,246
258,291,235,367,272,306,280,159
354,361,395,339,116,150,279,157
385,357,299,339,86,375,153,319
354,330,140,366,306,339,185,346
129,227,395,268,272,242,54,92
166,330,271,249,283,349,382,383
323,198,144,305,304,115,345,284
224,136,235,268,272,273,248,122
224,321,256,134,176,370,377,62
258,228,200,297,201,270,124,95
196,232,329,394,267,332,297,156
256,99,135,298,272,313,349,223
353,260,104,274,220,55,152,252
96,258,203,237,367,308,215,186
352,228,294,234,311,349,254,159
164,333,51,180,373,314,188,349
289,290,362,44,410,156,190,383
64,292,266,301,369,308,246,411
353,223,260,267,332,220,414,383
226,166,331,396,301,245,406,182
295,298,140,45,300,238,348,285
417,36,295,265,330,268,179,344
391,403,213,373,246,184,379,287
352,320,96,324,207,80,85,406
353,387,388,206,277,343,188,413
96,320,321,394,241,306,146,414
193,388,260,326,345,332,313,219
294,390,233,402,339,405,311,312
288,385,294,104,399,241,149,154
288,262,391,301,278,88,411,383
387,422,198,234,426,407,215,252
353,389,362,237,180,254,190,255
355,421,136,394,275,247,380,61
422,262,393,303,399,401,407,91
365,429,208,369,148,219,412,253
161,353,326,360,396,402,376,377
360,265,328,396,301,334,285,318
408,359,299,396,429,363,344,250
352,64,42,107,334,336,377,223
165,231,328,400,242,374,411,222
416,356,103,340,341,408,122,415
99,74,394,301,269,372,407,287
165,359,264,330,141,92,277,348
422,269,78,181,280,282,285,318
225,100,101,392,431,308,376,383
385,361,331,112,178,405,151,313
165,425,366,242,244,313,378,253
355,231,391,436,152,250,413,190
385,417,97,217,390,361,344,281
384,230,300,369,213,405,247,222
362,331,270,336,242,276,437,412
258,226,264,425,307,312,412,222
386,356,392,235,429,371,275,442
132,169,346,366,401,373,26,155
96,352,440,338,275,183,376,249
