0,1,2,3,4,5,6,7
194,162,70,265,233,238,247,185
260,262,80,188,116,213,153,92
258,259,130,260,107,204,178,221
228,136,106,172,243,247,90,190
160,130,196,266,173,79,208,120
196,199,200,178,212,248,122,222
224,194,163,198,233,274,244,252
65,218,202,266,237,210,248,250
163,197,179,243,214,119,219,255
256,196,233,143,241,210,146,249
229,105,146,55,120,185,58,219
226,204,273,113,209,116,219,222
262,263,72,71,268,110,219,253
229,170,237,269,241,212,117,149
230,72,265,208,124,246,252,223
96,226,264,202,42,269,211,223
99,135,141,175,146,275,154,63
257,162,163,261,230,106,178,122
164,167,267,206,180,277,181,187
80,273,178,276,86,154,123,222
160,69,102,265,268,244,215,152
161,226,257,228,261,198,156,127
289,194,176,276,117,56,185,191
225,262,142,176,49,273,214,217
288,162,229,230,202,147,247,217
224,65,233,142,146,53,277,280
289,34,292,263,268,81,213,30
97,162,135,105,233,243,213,54
226,259,205,109,243,245,246,123
290,196,139,80,274,116,282,254
163,103,173,141,274,147,120,283
229,233,235,141,110,180,149,56
163,198,262,295,205,284,158,286
258,266,237,207,111,118,151,120
226,132,169,268,269,243,19,120
70,38,187,205,283,156,189,159
299,76,142,51,179,181,278,219
71,168,250,80,305,279,282,222
192,301,207,243,277,94,62,287
128,260,133,299,243,117,215,223
256,131,201,299,270,243,154,284
230,235,276,88,187,252,184,223
257,225,299,307,184,158,222,191
133,247,168,271,240,87,155,279
26,230,269,301,306,249,186,94
248,295,308,150,310,280,249,254
128,96,130,293,168,143,247,279
257,258,102,199,110,279,313,190
131,36,229,294,109,142,145,120
196,232,207,208,152,314,251,156
292,231,110,271,176,241,209,286
290,291,131,172,109,207,309,221
130,201,234,203,245,310,124,190
101,114,274,244,309,310,185,285
280,232,41,282,312,217,90,315
96,274,243,310,280,88,152,191
290,226,229,206,303,274,120,92
193,131,324,71,119,247,94,255
196,294,234,269,275,284,221,126
256,107,206,148,214,311,280,58
161,227,199,296,263,73,275,248
320,97,329,203,172,301,238,255
162,291,324,296,269,273,126,286
294,134,231,79,241,242,212,318
129,228,329,137,149,150,277,58
164,292,324,327,236,147,213,222
192,225,193,294,170,141,271,81
128,69,90,231,298,300,239,154
326,296,299,237,113,278,313,219
297,299,235,305,147,23,313,316
292,199,328,273,215,185,286,223
129,99,131,135,296,233,303,250
288,261,204,150,122,251,252,255
228,230,72,80,306,247,313,190
131,262,341,278,151,181,187,317
67,133,136,110,147,341,343,286
268,302,114,280,121,250,219,254
323,293,134,234,332,79,272,312
130,102,233,107,79,336,211,313
256,257,168,332,78,214,119,120
327,264,201,200,299,338,307,251
169,336,273,176,307,344,92,125
289,194,229,213,278,246,283,319
329,330,175,337,252,87,92,191
196,263,299,208,84,214,284,351
197,43,332,219,241,307,59,351
320,193,290,133,266,141,148,310
319,135,302,239,210,314,285,223
258,356,332,279,153,282,155,93
296,303,337,215,344,183,283,61
227,231,204,239,339,279,126,223
160,261,240,307,53,343,345,189
324,263,232,199,332,274,213,92
121,167,233,339,307,316,345,284
354,358,301,176,84,284,221,351
160,293,330,107,53,119,346,223
256,354,213,246,311,280,314,286
353,36,331,141,270,303,341,314
258,299,333,175,118,120,315,350
141,273,52,214,311,314,283,62
261,360,362,344,217,315,188,317
291,134,234,235,369,308,342,188
132,139,333,339,347,348,94,351
292,261,107,205,271,240,338,347
289,295,268,337,275,213,88,315
257,101,197,330,50,249,284,255
229,331,173,114,87,249,252,222
293,197,108,142,241,308,281,156
196,294,364,236,270,149,309,253
257,323,355,291,138,204,178,245
288,356,325,199,235,239,373,150
357,209,93,249,346,253,350,286
321,290,193,363,171,111,186,319
326,79,240,271,210,211,372,86
294,169,203,176,315,243,312,347
191,319,369,241,344,157,318,287
332,176,209,242,278,184,377,122
325,235,271,176,177,311,346,123
35,272,338,339,210,311,121,91
259,227,197,361,271,340,247,315
193,65,362,142,115,55,156,383
259,329,171,302,174,335,241,305
161,231,330,362,107,242,88,379
389,363,11,205,203,81,244,150
326,72,330,107,368,272,340,342
202,330,250,314,342,218,127,223
321,353,133,134,263,335,313,382
293,294,231,393,338,212,343,375
323,387,392,173,115,117,89,314
225,260,165,233,282,150,342,378
385,98,289,196,228,229,271,346
353,363,336,211,312,347,189,382
224,67,229,235,237,84,182,156
129,355,390,264,279,344,219,317
388,134,8,302,309,157,377,125
193,361,170,235,173,398,349,191
225,388,165,398,241,380,188,286
160,354,355,186,397,45,378,381
224,385,289,389,70,79,315,347
128,387,131,389,103,329,398,346
99,319,262,263,232,269,310,287
130,357,293,328,296,362,85,381
327,169,267,239,341,278,313,218
294,203,335,374,279,281,222,382
321,194,366,399,144,85,150,351
354,232,298,108,22,409,154,349
298,234,243,181,374,408,314,287
280,323,200,307,311,344,283,255
225,129,323,308,85,149,412,349
288,225,359,236,405,120,251,316
288,354,294,205,334,280,185,378
409,203,269,341,405,183,153,287
391,295,237,212,405,180,348,319
384,317,394,178,277,253,379,349
224,417,163,134,263,144,409,349
417,329,44,211,148,150,381,127
390,336,275,179,309,316,149,348
418,101,326,351,272,411,92,415
288,420,329,303,241,221,157,413
262,426,271,306,85,344,251,381
288,321,417,329,109,82,51,375
293,391,232,310,278,346,61,287
385,290,420,200,428,154,411,284
288,323,356,427,242,243,213,187
256,227,419,399,338,372,122,285
322,101,165,421,402,406,409,223
200,297,399,336,433,278,312,414
417,418,199,263,136,333,411,316
326,296,266,300,301,84,156,159
321,296,427,335,306,378,379,159
256,64,166,200,203,309,279,414
100,358,330,427,337,184,250,221
290,200,234,436,213,181,219,414
257,210,411,375,216,123,343,351
384,363,107,333,410,241,338,90
203,431,112,434,377,411,254,127
261,390,263,392,202,331,341,379
196,324,360,138,268,396,213,253
354,427,241,401,277,346,318,319
352,129,355,197,170,157,251,285
294,393,204,309,249,218,188,445
288,291,100,164,227,329,202,173
259,294,328,430,437,121,410,251
37,358,169,394,177,86,344,152
352,372,84,309,247,252,125,383
449,196,396,369,434,278,124,349
256,321,386,333,207,376,249,315
133,426,251,117,437,311,443,252
322,267,239,435,345,286,382,127
291,363,332,240,435,308,87,255
162,325,328,136,370,243,244,157
327,424,362,372,151,248,316,31
195,260,392,237,175,375,215,285
393,235,428,441,336,371,308,409
99,392,456,202,333,462,182,314
288,226,420,136,233,169,146,310
352,456,396,430,464,402,152,351
388,357,459,173,462,434,405,247
385,196,234,363,461,404,252,253
132,261,197,201,270,146,278,376
418,131,363,428,80,305,407,152
165,359,137,363,301,465,251,318
132,391,456,233,436,437,443,220
382,297,138,204,149,280,315,318
326,456,304,113,210,372,26,443
352,161,295,360,424,463,239,433
320,421,218,379,472,282,251,157
323,359,327,107,235,206,312,252
165,424,208,371,467,248,219,414
154,362,176,340,342,218,475,412
265,267,459,464,242,339,313,125
224,196,326,328,275,339,473,252
361,394,84,341,374,246,409,447
417,292,421,422,168,236,173,349
296,104,268,398,142,208,126,127
192,228,422,41,460,276,440,473
450,195,332,431,433,371,212,441
357,297,298,331,269,336,145,468
486,455,396,461,238,112,276,472
486,423,240,241,306,378,315,188
460,429,76,463,437,441,92,158
160,422,391,410,336,282,318,287
352,449,387,420,356,284,120,252
421,486,363,364,206,434,306,468
480,432,304,434,243,468,58,444
227,454,463,432,407,282,379,382
320,259,421,186,365,206,408,474
420,452,198,295,397,432,472,189
448,388,204,460,332,431,209,477
185,273,213,311,345,125,478,287
322,324,383,170,397,462,271,415
480,417,465,370,115,212,378,223
357,38,327,455,394,370,441,445
230,45,271,464,368,176,374,413
363,236,430,467,181,502,472,190
450,355,165,394,115,339,377,318
454,393,364,44,368,474,476,383
385,164,395,77,430,208,470,414
258,483,322,266,139,397,371,342
384,491,303,399,243,469,438,447
263,361,203,282,400,437,442,219
356,293,453,136,171,338,275,95
389,428,140,464,469,309,348,477
420,454,455,268,492,374,311,280
485,231,296,464,313,474,382,255
416,388,454,295,297,364,500,404
321,207,49,308,85,281,411,156
352,197,359,396,400,465,371,222
132,484,294,458,493,46,497,307
289,516,485,238,434,338,150,215
290,356,292,390,329,428,475,383
392,488,459,460,461,176,497,209
386,226,453,361,145,338,184,249
418,518,314,374,183,280,58,158
485,399,307,277,310,410,411,383
481,491,523,464,467,469,315,62
263,110,401,407,409,475,445,158
226,265,397,111,115,372,375,284
394,493,499,501,503,440,476,383
196,494,176,464,150,502,349,125
488,330,139,465,343,504,377,411
485,134,421,362,75,241,503,509
171,432,497,371,115,282,508,351
450,389,294,492,525,526,528,56
420,356,519,114,244,470,408,249
448,416,194,423,338,274,438,183
352,519,457,464,403,245,440,411
384,161,518,327,167,332,411,447
354,356,421,231,361,371,405,124
294,199,399,403,500,340,445,446
516,520,203,377,538,127,350,351
223,293,390,262,393,214,190,479
480,163,355,391,336,497,210,253
481,194,523,142,275,437,58,415
322,424,425,498,500,407,346,316
453,426,490,526,434,340,540,447
388,521,381,467,221,379,541,255
352,259,325,294,262,422,252,542
450,471,358,486,496,407,539,411
334,238,529,146,211,500,340,412
204,333,401,530,467,369,437,122
485,265,250,173,112,154,508,254
100,359,333,238,399,494,241,529
451,133,296,438,246,248,345,375
544,162,327,364,492,116,533,383
548,332,529,530,466,504,282,255
512,517,389,38,397,430,365,541
256,195,554,399,530,276,502,151
225,482,361,524,174,367,312,221
448,452,328,171,182,311,286,543
546,391,332,526,464,375,442,279
352,194,455,520,401,433,84,376
455,490,235,530,406,119,123,348
548,522,300,526,116,343,219,540
289,353,197,520,458,335,465,441
