0,1,2,3,4,5,6,7
32,67,39,9,42,77,46,84
68,44,83,54,55,26,60,29
64,65,45,46,51,84,29,62
64,34,73,43,56,57,59,63
35,38,76,79,48,50,53,60
66,49,55,89,58,31,62,57
66,36,48,84,86,87,25,91
68,69,73,75,44,49,55,88
65,50,61,84,57,91,29,63
32,42,76,77,46,82,52,62
41,76,81,51,84,89,91,94
35,78,47,82,50,85,91,93
66,70,40,74,82,56,25,93
34,13,79,19,20,84,83,56
96,32,37,75,77,79,81,90
64,96,99,69,15,47,48,85
37,38,76,46,79,86,29,95
34,99,70,72,50,52,91,93
101,80,85,89,59,92,29,63
38,103,104,72,80,54,87,92
96,34,101,70,55,54,23,61
96,67,103,12,13,44,90,94
33,35,39,106,81,24,94,95
96,98,101,104,73,105,11,107
66,67,103,73,79,83,90,95
100,72,106,80,51,83,54,90
58,76,46,47,82,84,57,90
96,34,68,9,41,110,90,63
32,64,98,67,34,101,103,111
33,99,101,12,79,114,19,93
32,101,107,79,17,19,53,95
96,67,102,39,44,111,114,56
64,98,69,45,78,110,111,95
97,71,109,79,113,84,118,87
69,40,74,82,116,85,89,92
69,40,73,106,114,83,19,120
65,97,98,99,68,106,112,83
96,42,74,79,81,115,86,120
41,111,48,80,54,87,57,58
107,76,48,50,19,24,56,30
34,67,74,120,90,91,124,30
98,70,123,45,78,115,59,29
70,7,11,115,51,84,118,61
96,98,45,92,113,122,124,125
129,106,78,116,84,119,122,124
66,36,103,108,45,46,89,124
5,42,23,55,90,123,61,30
97,98,71,75,124,85,90,92
64,103,107,112,17,113,123,126
69,108,111,112,116,88,91,30
104,113,18,116,117,94,92,126
67,68,101,71,49,87,123,29
96,129,132,105,107,118,54,60
96,32,107,78,23,57,92,95
36,103,74,117,54,122,91,126
129,99,101,104,72,139,115,127
65,78,47,49,114,121,122,59
66,132,109,78,114,115,52,123
98,42,109,141,83,88,123,120
128,129,96,99,81,114,122,95
77,111,145,115,51,89,90,123
136,137,142,15,114,116,52,88
128,101,111,112,115,87,91,124
133,102,109,143,148,117,124,29
129,135,73,108,46,114,19,148
133,75,43,139,147,84,85,148
68,102,73,82,83,148,89,122
133,78,144,146,116,125,93,29
33,134,139,46,83,52,23,93
101,102,136,111,145,81,149,152
128,130,131,122,118,120,154,126
131,70,109,110,146,148,88,30
98,132,139,108,114,53,151,124
101,70,141,150,119,122,155,60
36,136,73,43,140,142,18,148
97,103,71,46,115,95,62,63
129,100,111,21,118,60,94,127
162,135,103,105,138,46,17,115
34,72,104,106,79,113,118,159
160,64,2,164,80,121,155,92
98,72,104,140,147,54,121,26
128,164,103,11,107,143,158,62
166,135,113,146,118,153,60,62
160,167,136,123,21,86,151,155
98,103,136,108,80,51,86,94
129,66,161,105,139,145,59,156
128,4,10,106,142,112,152,156
166,72,171,112,156,85,124,157
133,137,138,91,172,49,53,123
33,135,77,141,85,54,152,122
129,69,71,72,106,109,146,158
98,140,173,124,113,146,92,95
99,102,169,74,141,145,52,126
132,108,145,82,154,59,126,95
33,41,74,108,110,178,150,155
160,129,90,104,154,155,125,159
165,134,72,170,140,44,174,179
98,163,75,172,112,152,157,31
100,167,74,139,78,79,49,152
99,132,101,168,106,45,179,157
160,164,166,167,78,174,81,155
128,74,173,49,181,150,124,62
161,163,138,174,18,84,184,155
162,98,164,69,110,174,177,180
102,136,142,113,181,183,155,188
101,170,171,110,15,148,186,123
132,169,137,139,46,15,112,185
101,140,173,143,112,113,121,186
32,100,104,168,45,81,181,185
193,194,35,130,133,136,108,124
66,195,104,173,110,174,149,156
159,131,169,172,177,156,95,191
6,166,168,141,179,84,184,63
65,162,99,35,195,45,110,114
39,111,144,115,150,119,88,190
129,162,135,200,169,138,82,115
64,199,181,152,92,29,126,95
169,106,176,156,184,120,124,158
130,140,80,179,149,182,189,190
160,161,65,195,139,203,118,63
100,102,134,136,138,143,180,158
100,102,134,40,175,112,21,188
96,194,131,132,38,142,175,179
193,101,135,72,109,119,58,124
32,196,73,172,204,83,188,61
129,195,42,143,112,111,145,95
130,163,200,211,187,29,158,63
165,200,137,171,208,210,211,150
35,198,78,177,212,184,123,95
169,170,139,202,85,181,56,153
67,132,99,135,179,211,152,90
205,175,112,176,181,118,151,156
195,133,171,212,217,156,157,159
195,201,139,171,46,208,144,191
164,46,113,147,181,119,120,157
162,56,102,80,209,213,152,218
105,138,206,143,216,186,220,221
104,44,21,150,157,152,125,158
159,194,69,72,172,210,90,223
73,137,171,108,210,182,217,156
195,135,178,210,214,122,60,223
200,201,172,213,30,187,124,158
193,226,66,196,204,77,111,61
225,167,169,75,109,78,146,221
192,67,75,171,49,147,87,221
192,97,69,102,136,148,150,120
191,165,207,209,210,212,222,159
224,130,136,145,210,183,121,127
227,69,70,231,170,42,110,188
102,77,173,112,209,180,213,126
171,140,207,151,219,63,62,159
194,132,230,45,86,215,54,220
128,136,74,170,205,142,152,155
159,164,100,197,232,177,84,63
224,103,136,44,238,239,113,117
160,97,102,104,78,213,182,188
225,194,163,136,106,179,156,159
96,161,227,105,235,144,151,188
197,230,200,41,203,207,148,116
161,233,139,205,237,210,116,151
226,37,230,201,233,172,217,220
192,130,196,133,168,170,244,188
229,198,169,109,237,206,176,210
97,134,108,208,86,184,153,223
161,204,205,175,240,187,222,223
129,71,231,243,247,184,189,159
192,226,143,114,214,249,187,223
225,230,137,233,235,242,153,220
99,164,134,232,201,149,190,191
39,206,208,146,118,154,221,94
225,99,170,204,175,115,85,121
196,205,237,111,119,247,157,222
99,230,70,206,175,176,179,158
160,257,130,138,75,144,188,222
256,259,139,172,146,179,245,117
102,242,148,213,247,89,92,223
73,124,17,252,247,155,220,253
132,230,204,142,146,87,90,190
64,167,203,175,210,244,151,30
73,142,238,60,182,217,250,156
232,123,236,174,180,248,187,220
161,202,250,210,213,245,154,190
256,201,202,209,211,180,252,156
66,165,166,263,106,77,239,210
233,236,146,114,189,247,249,93
259,198,206,207,82,147,149,189
164,6,264,169,238,180,244,118
135,171,176,212,215,216,152,184
130,100,198,103,137,85,185,159
262,105,266,265,207,272,211,180
196,229,137,267,108,207,113,190
196,167,72,264,174,113,247,184
192,129,260,137,109,219,220,157
258,261,263,137,236,47,116,252
256,65,130,228,199,233,171,278
98,226,195,133,228,236,273,119
97,106,272,211,180,212,182,280
257,166,39,72,267,143,210,91
224,130,228,198,271,242,243,219
136,200,203,269,178,53,218,188
129,70,266,268,147,53,122,159
226,99,47,273,275,247,281,27
160,164,261,234,140,184,122,190
99,262,104,200,174,147,216,249
191,262,111,272,49,146,122,223
230,268,239,208,274,86,281,191
290,235,173,215,282,187,221,255
192,225,99,204,276,93,249,285
289,258,193,196,166,145,179,221
294,136,137,143,183,285,189,63
33,163,135,136,234,240,144,211
294,234,205,143,272,123,285,190
224,193,229,199,267,174,242,282
293,296,277,181,279,217,122,159
130,240,209,181,278,117,187,125
160,195,199,244,214,278,124,190
137,266,235,172,109,279,215,124
261,202,299,140,76,108,188,61
128,291,140,108,300,83,219,284
224,196,70,294,265,272,116,180
97,195,294,301,239,304,147,211
33,264,297,142,83,147,57,123
165,202,305,306,51,54,152,154
261,296,169,236,144,88,219,188
256,292,103,117,215,184,283,287
230,199,74,78,62,25,93,190
98,258,81,177,306,212,215,284
289,199,302,82,278,248,154,60
132,262,136,124,49,155,252,190
290,228,295,236,308,309,214,218
256,227,301,111,304,148,308,159
260,293,166,235,172,150,250,253
201,106,59,242,279,313,315,255
97,137,140,303,275,211,214,279
197,165,199,169,269,239,185,122
299,173,151,281,218,187,220,126
226,91,187,270,49,210,27,158
257,194,258,297,140,116,217,190
96,133,262,303,144,307,218,221
322,199,264,296,232,242,278,63
290,260,294,250,251,178,314,219
192,161,103,203,299,303,244,154
260,263,73,142,209,307,285,127
294,137,172,207,275,245,311,121
322,196,261,72,300,209,188,286
193,260,165,265,202,268,155,191
289,59,202,331,206,213,86,187
161,325,202,301,272,244,310,253
291,271,176,151,249,314,311,190
325,328,272,305,311,312,187,221
167,266,331,299,238,151,318,191
196,266,270,273,211,121,125,319
162,195,34,324,231,203,239,117
198,235,204,272,274,184,283,216
228,261,298,241,305,315,214,187
226,323,266,269,336,148,149,28
325,263,174,338,308,311,126,287
259,70,167,305,280,217,284,254
256,73,146,180,213,247,313,191
256,263,297,205,241,147,249,283
164,71,238,178,275,249,283,125
160,288,167,177,241,310,317,125
291,168,233,237,238,276,119,312
258,323,195,292,327,295,238,217
171,314,348,183,345,282,60,157
232,297,207,271,84,251,253,159
192,323,261,301,111,25,252,286
161,155,307,310,121,347,158,255
258,268,236,271,337,87,215,347
258,326,12,178,115,312,281,222
292,101,138,298,237,333,89,350
322,295,331,175,208,121,218,316
225,261,297,329,204,336,273,282
129,164,325,104,336,210,340,343
101,230,268,237,207,151,215,221
192,74,268,270,303,181,246,125
289,260,293,328,264,267,273,87
224,104,169,207,304,337,348,157
288,326,295,268,333,339,349,318
352,39,299,271,305,114,186,191
231,204,116,246,184,186,188,350
256,324,357,366,119,285,222,191
355,293,69,263,232,361,268,116
357,293,133,200,328,368,338,274
288,359,334,50,213,87,312,187
320,163,103,335,215,152,349,317
352,323,233,333,270,271,306,213
320,321,228,327,233,271,310,60
194,323,365,367,368,308,121,122
324,261,197,135,265,178,183,25
297,207,240,15,210,185,347,253
352,353,326,368,244,342,313,250
198,358,139,333,110,334,275,311
263,167,334,239,78,179,246,223
215,166,360,205,372,375,346,253
353,226,345,238,312,153,219,184
293,197,326,236,220,185,284,125
161,78,335,251,338,123,189,255
225,129,367,273,372,245,152,383
261,143,80,275,374,377,187,381
354,228,133,231,263,84,373,286
160,232,170,82,278,345,315,124
352,359,299,371,344,251,380,381
352,128,259,116,151,216,250,375
295,296,238,335,336,308,283,254
292,168,297,138,238,367,182,379
256,389,263,366,273,369,211,340
228,389,262,328,147,280,63,351
133,168,171,271,146,375,123,189
201,305,242,252,246,312,378,220
385,291,326,115,340,215,377,349
226,260,69,70,324,240,244,278
290,207,275,308,277,243,314,379
153,294,362,333,369,178,341,249
263,329,361,363,143,177,247,347
192,317,361,173,272,313,27,349
96,321,394,236,336,119,190,159
385,66,196,293,38,311,378,318
256,225,323,172,237,273,371,277
258,264,233,271,305,87,347,127
165,133,269,366,79,176,244,313
384,224,237,79,23,378,286,375
330,337,305,371,211,51,248,351
96,229,263,264,393,124,248,284
320,166,397,179,277,377,218,319
330,363,332,368,337,340,308,317
393,266,233,268,398,335,406,379
350,195,388,396,337,312,380,222
326,201,332,336,346,315,317,319
320,259,230,267,395,270,370,211
233,239,209,402,403,373,88,253
226,68,388,264,333,301,206,368
320,96,356,196,295,273,403,283
291,292,389,236,241,182,55,381
325,281,333,381,279,153,311,95
416,328,396,180,406,23,280,189
325,300,206,275,312,345,347,415
258,199,231,201,346,283,254,319
354,196,298,300,333,404,373,150
164,58,326,271,304,86,250,221
320,98,419,421,370,247,377,59
248,225,166,309,246,408,413,158
229,174,401,305,285,349,413,415
416,417,295,328,307,212,343,382
424,345,395,364,139,399,249,347
161,418,424,233,234,400,57,221
225,425,268,367,52,278,346,284
288,344,204,306,343,312,121,346
358,263,359,300,332,398,243,378
417,280,421,389,366,338,152,282
163,228,227,263,332,367,414,415
130,261,391,328,367,272,26,316
172,364,141,140,272,144,112,373
357,294,423,269,247,312,123,412
354,259,41,235,365,437,182,220
261,135,205,398,207,277,437,407
356,389,393,266,270,310,246,253
228,360,205,432,274,307,243,284
387,337,241,275,247,282,318,415
420,135,264,170,299,176,305,113
256,421,360,267,299,306,407,311
231,392,361,391,173,369,84,445
389,231,391,428,403,372,381,126
225,291,388,229,233,332,247,281
288,329,202,144,401,275,308,445
391,392,204,372,437,314,412,319
288,420,336,273,81,432,241,437
257,261,70,206,307,150,439,246
164,271,240,433,181,182,375,383
196,233,273,338,115,381,278,125
32,422,230,42,282,364,376,122
418,72,401,369,146,409,378,316
355,68,230,305,209,213,311,283
389,327,263,239,339,346,92,383
453,454,136,76,400,433,126,351
385,355,168,335,283,375,216,155
385,130,292,233,141,110,215,127
104,328,360,139,396,337,405,284
420,196,200,265,424,456,300,180
256,160,390,294,298,460,334,341
359,426,363,234,459,431,312,351
416,462,304,336,209,403,87,343
416,450,359,456,362,363,397,407
384,194,360,268,141,305,340,120
224,357,359,103,274,308,189,254
417,37,327,238,334,338,116,379
384,455,266,267,271,370,436,117
448,195,198,296,206,406,443,316
226,420,228,391,425,111,144,119
420,294,233,330,394,463,154,348
448,360,235,82,467,438,59,221
226,260,422,457,76,398,307,319
224,199,202,300,46,469,378,219
290,358,368,241,306,438,477,383
128,385,164,383,235,308,342,351
225,354,259,428,112,308,469,348
450,163,454,267,301,434,217,381
387,237,399,466,117,373,440,185
385,481,194,203,464,307,470,439
259,292,37,461,207,143,406,414
160,485,426,108,236,333,48,471
449,451,422,110,305,441,314,444
355,419,365,78,270,310,284,127
487,462,463,210,372,341,310,284
198,141,207,336,431,341,221,478
424,170,269,177,308,436,377,444
462,370,468,310,247,472,187,479
297,330,333,147,345,348,350,383
256,350,68,327,47,471,186,446
257,359,170,331,366,409,123,383
483,41,395,299,305,471,282,251
232,12,492,303,433,410,478,351
416,200,330,298,428,372,249,219
267,428,492,397,146,52,341,159
129,454,230,425,341,406,315,476
312,356,295,232,394,469,440,446
67,134,391,427,306,149,248,475
390,136,488,265,428,45,495,499
487,447,492,399,305,283,381,415
289,102,299,378,434,306,346,411
448,33,291,484,230,367,118,351
448,355,359,76,411,406,443,223
226,232,460,396,335,51,499,150
385,358,460,172,271,434,149,445
386,388,228,271,465,467,86,479
225,38,494,404,502,440,445,446
269,400,272,402,246,279,472,508
449,473,301,341,376,441,412,447
320,354,387,361,462,367,349,351
321,354,513,206,347,187,349,510
480,229,436,407,440,253,477,255
352,513,194,290,486,243,404,471
233,330,465,83,467,340,183,350
197,71,169,209,468,407,508,511
483,517,458,428,180,472,25,476
192,225,299,243,340,470,506,510
457,521,107,364,175,436,216,315
324,391,491,172,463,246,252,479
322,471,357,409,211,503,121,284
192,385,491,239,367,466,500,351
288,161,484,525,367,242,341,407
107,427,237,433,278,281,346,509
129,359,391,457,490,78,504,507
483,359,493,462,367,337,89,223
164,230,201,458,206,437,310,184
256,482,102,519,489,494,400,340
232,528,115,372,407,472,505,379
517,135,365,301,239,337,212,344
390,488,492,493,86,283,380,286
416,134,330,460,332,303,280,413
513,327,491,466,404,532,441,381
512,416,518,236,144,470,473,476
203,524,110,434,114,503,121,415
486,296,302,435,275,246,538,381
422,456,426,398,367,274,152,314
516,454,295,456,494,369,276,537
352,256,490,364,403,442,411,318
167,488,459,428,305,309,472,508
388,454,358,394,529,148,118,408
99,103,331,300,111,308,276,406
514,195,456,491,462,498,371,346
322,143,337,532,501,183,253,350
420,388,431,305,84,507,284,223
386,258,518,455,392,429,473,318
407,323,165,461,432,402,211,535
197,426,365,441,187,412,445,318
193,386,550,296,522,81,345,542
258,549,165,551,362,441,409,414
480,519,72,330,463,339,440,478
320,366,335,433,530,213,311,221
542,302,110,498,475,345,379,478
513,484,335,368,435,500,214,376
551,455,521,557,274,468,541,479
523,205,398,347,441,218,251,477
513,322,461,366,435,499,474,479
290,421,235,530,18,245,247,411
547,67,356,485,328,428,435,377
352,293,389,328,362,498,403,535
377,332,236,398,272,376,505,411
491,524,526,399,246,506,283,477
485,523,527,432,563,469,220,414
321,355,264,457,330,460,558,281
289,417,421,134,359,521,562,84
448,225,454,508,471,408,474,380
549,265,362,459,432,403,348,511
225,514,326,532,374,247,280,406
356,293,201,138,431,528,310,281
484,357,74,363,403,538,219,413
96,292,295,361,525,305,345,254
65,259,560,400,530,469,474,188
261,197,487,233,560,337,466,535
321,528,433,498,115,215,222,574
544,67,484,430,207,559,411,413
450,358,102,496,401,538,411,157
260,228,556,464,565,438,443,447
358,231,399,463,500,405,152,222
482,516,390,362,267,559,211,179
385,520,427,436,182,540,445,351
550,583,236,303,240,371,505,475
416,422,397,562,467,535,284,573
548,262,335,178,565,154,91,127
227,453,583,142,464,534,439,151
512,289,416,583,526,341,476,63
354,357,485,490,300,536,380,444
544,259,483,333,368,563,531,184
204,398,144,338,469,506,347,350
256,451,358,488,535,507,542,543
576,483,294,530,276,152,219,444
448,131,586,363,555,496,498,246
420,549,582,390,292,585,329,245
355,324,101,363,335,212,153,317
455,232,234,588,442,280,410,571
133,591,337,274,401,180,408,351
192,449,100,293,262,264,466,339
577,140,178,306,274,438,443,572
256,487,395,239,209,563,119,472
264,526,338,403,568,538,222,286
416,390,523,299,525,173,366,85
288,580,549,236,588,373,504,473
192,353,295,525,409,475,573,350
361,586,555,525,369,279,474,247
224,417,545,519,211,503,445,415
100,287,421,487,396,561,350,383
477,359,555,367,215,221,413,223
455,240,594,596,149,534,374,606
258,170,396,525,558,528,530,212
454,582,487,173,558,240,530,405
512,322,580,199,141,493,441,446
610,327,423,74,367,563,537,443
225,613,453,495,497,532,376,413
578,546,458,365,559,58,349,573
292,358,457,458,394,44,436,471
195,333,116,534,568,505,507,413
385,545,419,456,617,457,243,438
161,329,330,617,527,337,93,542
389,106,299,399,246,604,445,574
608,577,615,200,334,495,369,563
544,260,423,363,144,273,469,602
512,513,581,150,502,441,538,479
384,225,611,453,428,528,436,598
195,131,326,271,496,593,439,26
599,583,590,535,313,442,540,541
256,450,293,42,496,501,572,479
448,513,582,460,301,497,626,218
419,325,326,230,586,462,496,277
32,578,295,328,490,528,501,284
580,522,336,498,595,599,476,383
544,71,427,622,302,401,506,283
576,420,487,204,336,466,600,281
615,616,488,297,628,476,604,383
256,613,396,240,86,535,536,603
131,421,614,492,558,369,569,543
389,429,238,624,339,500,536,607
546,357,395,627,212,373,539,379
577,195,589,270,465,443,503,539
230,455,72,552,619,279,346,604
610,388,358,327,203,430,538,381
642,486,395,561,178,343,151,415
513,482,548,615,593,145,116,347
548,422,487,488,475,635,190,479
395,140,400,528,373,345,378,414
483,388,232,585,528,501,438,383
549,136,393,188,627,565,536,444
582,358,236,336,342,408,507,605
227,197,261,424,329,587,467,283
610,327,282,620,336,570,506,93
352,390,587,556,397,309,411,383
419,554,428,336,311,505,283,510
256,457,522,556,365,496,465,254
640,480,292,613,397,591,341,379
547,554,433,497,564,53,86,629
167,527,209,529,442,475,349,542
576,613,583,586,433,434,531,602
416,657,210,564,407,377,538,158
512,450,293,301,333,653,443,319
450,163,492,366,626,630,509,639
581,236,366,559,561,658,246,472
583,519,460,431,657,273,376,633
386,580,456,498,628,629,380,542
320,581,587,529,497,662,440,414
546,616,334,338,212,634,124,541
264,371,85,214,534,216,602,348
416,322,614,490,109,591,572,189
641,291,620,204,623,310,153,29
291,483,517,615,359,362,239,89
548,490,236,434,499,347,317,511
360,491,465,566,634,476,188,605
320,386,553,624,530,242,502,666
549,520,553,624,432,497,664,413
291,328,415,511,591,566,473,671
514,550,72,331,656,561,409,573
290,324,277,633,127,669,510,445
418,645,265,618,147,564,409,635
641,291,611,429,526,494,655,408
258,615,522,508,659,632,153,444
454,556,495,593,499,665,411,157
354,485,428,623,656,532,342,567
675,399,432,207,501,630,280,607
121,386,359,464,272,565,535,441
321,542,684,524,469,373,411,606
585,269,187,335,502,598,666,347
385,516,521,652,494,179,278,603
354,391,618,595,628,504,634,319
132,517,584,137,362,171,685,621
486,359,498,502,567,216,665,479
263,365,686,274,402,628,373,662
515,485,197,168,522,687,444,383
608,321,614,362,434,438,669,511
611,676,677,379,179,635,667,349
546,553,681,650,367,304,569,188
452,517,422,584,461,526,567,472
609,578,644,249,108,463,121,218
420,574,619,686,245,566,630,606
167,651,524,433,595,182,569,474
568,523,429,691,600,668,509,606
578,485,231,555,653,464,312,604
512,676,132,361,619,365,432,341
384,640,609,422,632,698,666,669
162,484,615,423,302,531,184,542
678,423,365,368,530,596,253,510
494,560,436,437,278,340,445,510
514,420,388,677,679,596,629,575
232,328,651,523,365,83,472,383
320,402,659,340,598,283,605,351
353,678,199,240,406,58,540,445
513,194,360,369,567,666,187,60
641,418,390,552,201,301,687,505
416,449,615,584,585,598,604,509
516,421,627,500,278,345,410,287
293,313,173,563,308,376,505,541
612,709,669,656,468,695,668,637
289,613,582,269,400,528,314,603
642,650,656,693,566,374,698,414
512,421,493,629,694,471,505,639
544,707,356,553,393,587,718,528
673,642,484,197,711,623,431,597
673,418,193,226,633,631,377,668
642,652,717,141,304,434,596,639
514,515,291,615,718,719,625,347
353,163,708,675,554,589,592,536
677,358,294,714,718,622,572,543
291,262,71,617,331,721,465,533
418,644,228,81,177,438,503,605
355,585,714,713,715,622,338,533
225,484,553,521,331,530,728,538
194,354,356,719,87,664,381,638
135,682,204,557,77,556,181,536
672,705,290,609,326,521,683,574
454,167,678,586,653,473,444,287
679,616,489,427,591,336,721,573
387,134,296,240,402,564,218,667
612,453,645,263,712,486,464,607
418,567,392,397,720,246,598,735
610,644,165,678,364,595,277,699
