"['-22', '200', '140']","['-21', '200', '140']","['-22', '200', '140']","['-21', '200', '140']","['-23', '200', '140']"
-0.000110826055,-2.6967036e-05,3.720737e-05,3.3872588e-05,6.952616e-05
"['-24', '200', '140']","['-22', '200', '140']","['-21', '200', '140']","['-22', '200', '140']","['-21', '200', '140']"
-0.00011043314,-2.6871428e-05,3.7075453e-05,3.3752494e-05,6.927967e-05
"['-26', '200', '140']","['-24', '200', '140']","['-22', '200', '140']","['-21', '200', '140']","['-22', '200', '140']"
-0.000109459244,-2.6634452e-05,3.674849e-05,3.345484e-05,6.86687e-05
"['-30', '200', '140']","['-26', '200', '140']","['-24', '200', '140']","['-22', '200', '140']","['-21', '200', '140']"
-0.00010811916,-2.6308373e-05,3.629859e-05,3.3045257e-05,6.7828005e-05
"['-30', '200', '140']","['-30', '200', '140']","['-26', '200', '140']","['-24', '200', '140']","['-22', '200', '140']"
-0.00010758631,-2.6178717e-05,3.6119698e-05,3.28824e-05,6.7493726e-05
"['-34', '200', '140']","['-30', '200', '140']","['-30', '200', '140']","['-26', '200', '140']","['-24', '200', '140']"
-0.00010683686,-2.5996354e-05,3.5868085e-05,3.2653337e-05,6.702356e-05
"['-37', '200', '140']","['-34', '200', '140']","['-30', '200', '140']","['-30', '200', '140']","['-26', '200', '140']"
-0.000106692794,-2.5961299e-05,3.5819718e-05,3.2609307e-05,6.693318e-05
"['-40', '200', '140']","['-37', '200', '140']","['-34', '200', '140']","['-30', '200', '140']","['-30', '200', '140']"
-0.00010541359,-2.5650033e-05,3.539025e-05,3.2218333e-05,6.613068e-05
"['-40', '200', '140']","['-40', '200', '140']","['-37', '200', '140']","['-34', '200', '140']","['-30', '200', '140']"
-0.00010517213,-2.559128e-05,3.5309185e-05,3.2144533e-05,6.59792e-05
"['-41', '200', '140']","['-40', '200', '140']","['-40', '200', '140']","['-37', '200', '140']","['-34', '200', '140']"
-0.00010559628,-2.5694488e-05,3.5451587e-05,3.2274173e-05,6.624529e-05
"['-44', '200', '140']","['-41', '200', '140']","['-40', '200', '140']","['-40', '200', '140']","['-37', '200', '140']"
-0.000105908526,-2.5770465e-05,3.5556415e-05,3.2369604e-05,6.644117e-05
"['-44', '200', '140']","['-44', '200', '140']","['-41', '200', '140']","['-40', '200', '140']","['-40', '200', '140']"
-0.00010557169,-2.5688505e-05,3.5443332e-05,3.2266656e-05,6.622986e-05
"['-50', '200', '140']","['-44', '200', '140']","['-44', '200', '140']","['-41', '200', '140']","['-40', '200', '140']"
-0.00010418736,-2.535166e-05,3.4978573e-05,3.1843552e-05,6.536141e-05
"['-52', '200', '140']","['-50', '200', '140']","['-44', '200', '140']","['-44', '200', '140']","['-41', '200', '140']"
-0.0001035199,-2.5189249e-05,3.4754492e-05,3.1639553e-05,6.494269e-05
"['-52', '200', '140']","['-52', '200', '140']","['-50', '200', '140']","['-44', '200', '140']","['-44', '200', '140']"
-0.00010245329,-2.4929712e-05,3.43964e-05,3.1313557e-05,6.4273554e-05
"['-56', '200', '140']","['-52', '200', '140']","['-52', '200', '140']","['-50', '200', '140']","['-44', '200', '140']"
-0.00010265486,-2.4978759e-05,3.4464072e-05,3.1375166e-05,6.440001e-05
"['-58', '200', '140']","['-56', '200', '140']","['-52', '200', '140']","['-52', '200', '140']","['-50', '200', '140']"
-0.00010277627,-2.5008303e-05,3.4504832e-05,3.1412274e-05,6.4476175e-05
"['-63', '200', '140']","['-58', '200', '140']","['-56', '200', '140']","['-52', '200', '140']","['-52', '200', '140']"
-0.00010107082,-2.4593319e-05,3.3932265e-05,3.0891024e-05,6.340627e-05
"['-63', '200', '140']","['-63', '200', '140']","['-58', '200', '140']","['-56', '200', '140']","['-52', '200', '140']"
-0.00010065189,-2.449138e-05,3.3791617e-05,3.0762978e-05,6.3143445e-05
"['-64', '200', '140']","['-63', '200', '140']","['-63', '200', '140']","['-58', '200', '140']","['-56', '200', '140']"
-0.00010050138,-2.4454757e-05,3.3741086e-05,3.071698e-05,6.3049025e-05
"['-64', '200', '140']","['-64', '200', '140']","['-63', '200', '140']","['-63', '200', '140']","['-58', '200', '140']"
-0.000101631995,-2.4729867e-05,3.412067e-05,3.1062536e-05,6.3758314e-05
"['-64', '200', '140']","['-64', '200', '140']","['-64', '200', '140']","['-63', '200', '140']","['-63', '200', '140']"
-0.00010209037,-2.4841404e-05,3.427456e-05,3.1202635e-05,6.4045875e-05
"['-66', '200', '140']","['-64', '200', '140']","['-64', '200', '140']","['-64', '200', '140']","['-63', '200', '140']"
-0.00010195139,-2.4807585e-05,3.4227898e-05,3.1160158e-05,6.395869e-05
"['-66', '200', '140']","['-66', '200', '140']","['-64', '200', '140']","['-64', '200', '140']","['-64', '200', '140']"
-0.000101720056,-2.4751296e-05,3.4150235e-05,3.1089454e-05,6.381356e-05
"['-71', '200', '140']","['-66', '200', '140']","['-66', '200', '140']","['-64', '200', '140']","['-64', '200', '140']"
-0.00010048169,-2.4449966e-05,3.373448e-05,3.0710962e-05,6.303668e-05
"['-74', '200', '140']","['-71', '200', '140']","['-66', '200', '140']","['-66', '200', '140']","['-64', '200', '140']"
-9.684459e-05,-2.356496e-05,3.2513406e-05,2.9599329e-05,6.0754963e-05
"['-75', '200', '140']","['-74', '200', '140']","['-71', '200', '140']","['-66', '200', '140']","['-66', '200', '140']"
-8.893156e-05,-1.7362263e-05,2.9829553e-05,2.8901326e-05,5.845762e-05
"['-76', '200', '140']","['-75', '200', '140']","['-74', '200', '140']","['-71', '200', '140']","['-66', '200', '140']"
-9.019209e-05,-1.7735994e-05,3.025317e-05,2.9259632e-05,5.920662e-05
"['-76', '200', '140']","['-76', '200', '140']","['-75', '200', '140']","['-74', '200', '140']","['-71', '200', '140']"
-8.5368534e-05,-8.6355e-06,2.8583312e-05,3.0973926e-05,6.112295e-05
"['-78', '200', '140']","['-76', '200', '140']","['-76', '200', '140']","['-75', '200', '140']","['-74', '200', '140']"
-7.911163e-05,1.7431539e-06,2.6426318e-05,3.2623975e-05,6.271954e-05
"['-79', '200', '140']","['-78', '200', '140']","['-76', '200', '140']","['-76', '200', '140']","['-75', '200', '140']"
-7.4113246e-05,1.0500438e-05,2.4700214e-05,3.4129658e-05,6.428566e-05
"['-79', '200', '140']","['-79', '200', '140']","['-78', '200', '140']","['-76', '200', '140']","['-76', '200', '140']"
-7.12883e-05,1.51683125e-05,2.372646e-05,3.48674e-05,6.4995285e-05
"['-80', '200', '140']","['-79', '200', '140']","['-79', '200', '140']","['-78', '200', '140']","['-76', '200', '140']"
-7.135464e-05,1.5631082e-05,2.3745686e-05,3.5080317e-05,6.53355e-05
"['-80', '200', '140']","['-80', '200', '140']","['-79', '200', '140']","['-79', '200', '140']","['-78', '200', '140']"
-6.837003e-05,2.1039616e-05,2.2713863e-05,3.6051562e-05,6.6382534e-05
"['-83', '200', '140']","['-80', '200', '140']","['-80', '200', '140']","['-79', '200', '140']","['-79', '200', '140']"
-6.186825e-05,3.1354455e-05,2.0475447e-05,3.7577134e-05,6.774857e-05
"['-84', '200', '140']","['-83', '200', '140']","['-80', '200', '140']","['-80', '200', '140']","['-79', '200', '140']"
-5.6597826e-05,4.0701856e-05,1.8654675e-05,3.921042e-05,6.94707e-05
"['-88', '200', '140']","['-84', '200', '140']","['-83', '200', '140']","['-80', '200', '140']","['-80', '200', '140']"
-4.6745048e-05,5.6447276e-05,1.526185e-05,4.156825e-05,7.161206e-05
"['-91', '200', '140']","['-88', '200', '140']","['-84', '200', '140']","['-83', '200', '140']","['-80', '200', '140']"
-3.8311544e-05,7.160207e-05,1.2347079e-05,4.4261207e-05,7.4490876e-05
"['-91', '200', '140']","['-91', '200', '140']","['-88', '200', '140']","['-84', '200', '140']","['-83', '200', '140']"
-3.089274e-05,8.4350395e-05,9.786718e-06,4.639561e-05,7.6659766e-05
"['-91', '200', '140']","['-91', '200', '140']","['-91', '200', '140']","['-88', '200', '140']","['-84', '200', '140']"
-3.323256e-05,8.179741e-05,1.0584888e-05,4.6312824e-05,7.6890836e-05
"['-92', '200', '140']","['-91', '200', '140']","['-91', '200', '140']","['-91', '200', '140']","['-88', '200', '140']"
-2.9431401e-05,8.9031586e-05,9.26857e-06,4.7688944e-05,7.844002e-05
"['-91', '140', '200']","['-92', '200', '140']","['-91', '200', '140']","['-91', '200', '140']","['-91', '200', '140']"
2.997821e-05,0.00024869433,-1.1601264e-05,8.7940476e-05,0.00013170611
"['-89', '140', '200']","['-91', '140', '200']","['-92', '200', '140']","['-91', '200', '140']","['-91', '200', '140']"
9.953851e-06,8.257552e-05,-3.8520398e-06,2.9199422e-05,4.3731197e-05
"['-90', '140', '200']","['-89', '140', '200']","['-91', '140', '200']","['-92', '200', '140']","['-91', '200', '140']"
-4.037518e-05,5.5717146e-06,1.3457052e-05,1.8533243e-05,3.4928642e-05
"['-88', '140', '170']","['-90', '140', '200']","['-89', '140', '200']","['-91', '140', '200']","['-92', '200', '140']"
-4.5025834e-05,-1.0378763e-05,1.5112741e-05,1.3993782e-05,2.860665e-05
"['-85', '140', '170']","['-88', '140', '170']","['-90', '140', '200']","['-89', '140', '200']","['-91', '140', '200']"
7.1689324e-06,0.00010289472,-3.0507313e-06,3.8496568e-05,5.8569844e-05
"['-83', '140', '170']","['-85', '140', '170']","['-88', '140', '170']","['-90', '140', '200']","['-89', '140', '200']"
1.3547775e-05,0.00011239013,-5.2428522e-06,3.9742128e-05,5.9520728e-05
"['-81', '200', '140']","['-83', '140', '170']","['-85', '140', '170']","['-88', '140', '170']","['-90', '140', '200']"
-7.7608835e-05,-1.5910564e-05,2.6036496e-05,2.4916371e-05,5.0541672e-05
"['-76', '140', '170']","['-81', '200', '140']","['-83', '140', '170']","['-85', '140', '170']","['-88', '140', '170']"
2.892828e-05,0.00023998428,-1.1194952e-05,8.4860534e-05,0.00012709336
"['-75', '140', '200']","['-76', '140', '170']","['-81', '200', '140']","['-83', '140', '170']","['-85', '140', '170']"
2.0885498e-05,0.00017326268,-8.082477e-06,6.1267194e-05,9.1758244e-05
"['-75', '140', '200']","['-75', '140', '200']","['-76', '140', '170']","['-81', '200', '140']","['-83', '140', '170']"
-3.3057022e-05,1.00210245e-05,1.0983155e-05,1.7369983e-05,3.2001502e-05
"['-72', '200', '140']","['-75', '140', '200']","['-75', '140', '200']","['-76', '140', '170']","['-81', '200', '140']"
-7.171669e-05,-1.653119e-05,2.407142e-05,2.2289152e-05,4.5564386e-05
"['-69', '140', '170']","['-72', '200', '140']","['-75', '140', '200']","['-75', '140', '200']","['-76', '140', '170']"
-8.731878e-06,0.00010375024,2.2575323e-06,4.5256926e-05,7.149093e-05
"['-69', '140', '170']","['-69', '140', '170']","['-72', '200', '140']","['-75', '140', '200']","['-75', '140', '200']"
1.1033962e-05,9.153595e-05,-4.270032e-06,3.236791e-05,4.8476555e-05
"['-67', '200', '140']","['-69', '140', '170']","['-69', '140', '170']","['-72', '200', '140']","['-75', '140', '200']"
-8.852516e-05,-2.0405658e-05,2.9713114e-05,2.7513131e-05,5.624345e-05
"['-66', '140', '170']","['-67', '200', '140']","['-69', '140', '170']","['-69', '140', '170']","['-72', '200', '140']"
1.2097885e-05,0.00012690006,-4.8507e-06,4.6163797e-05,6.969722e-05
"['-63', '140', '170']","['-66', '140', '170']","['-67', '200', '140']","['-69', '140', '170']","['-69', '140', '170']"
-3.148416e-07,6.490776e-05,-3.0798947e-07,2.6236155e-05,4.0715273e-05
"['-63', '140', '140']","['-63', '140', '170']","['-66', '140', '170']","['-67', '200', '140']","['-69', '140', '170']"
-8.943323e-05,-2.1761572e-05,3.0025207e-05,2.7334141e-05,5.6105484e-05
"['-61', '140', '170']","['-63', '140', '140']","['-63', '140', '170']","['-66', '140', '170']","['-67', '200', '140']"
-5.375799e-05,-1.0899845e-05,1.8034158e-05,1.730774e-05,3.508463e-05
"['-59', '140', '170']","['-61', '140', '170']","['-63', '140', '140']","['-63', '140', '170']","['-66', '140', '170']"
-1.7878232e-05,3.2818e-05,5.7656034e-06,2.0415171e-05,3.4390236e-05
"['-56', '140', '170']","['-59', '140', '170']","['-61', '140', '170']","['-63', '140', '140']","['-63', '140', '170']"
-3.715163e-05,2.586986e-05,1.2250593e-05,2.5397407e-05,4.5073197e-05
"['-5', '200', '140']","['-56', '140', '170']","['-59', '140', '170']","['-61', '140', '170']","['-63', '140', '140']"
-7.5161624e-05,-1.732527e-05,2.5227699e-05,2.335982e-05,4.775308e-05
"['-52', '200', '140']","['-5', '200', '140']","['-56', '140', '170']","['-59', '140', '170']","['-61', '140', '170']"
-9.76111e-05,-2.250003e-05,3.276277e-05,3.0336992e-05,6.201609e-05
"['-52', '200', '140']","['-52', '200', '140']","['-5', '200', '140']","['-56', '140', '170']","['-59', '140', '170']"
-8.421462e-05,-4.4610315e-06,2.8171122e-05,3.218748e-05,6.282676e-05
"['-51', '200', '140']","['-52', '200', '140']","['-52', '200', '140']","['-5', '200', '140']","['-56', '140', '170']"
-9.2233626e-05,-2.2442986e-05,3.0965377e-05,2.8190045e-05,5.7862297e-05
"['-49', '200', '140']","['-51', '200', '140']","['-52', '200', '140']","['-52', '200', '140']","['-5', '200', '140']"
-9.948641e-05,-2.4207788e-05,3.3400334e-05,3.0406765e-05,6.241229e-05
"['-51', '200', '140']","['-49', '200', '140']","['-51', '200', '140']","['-52', '200', '140']","['-52', '200', '140']"
-0.00010569658,-2.5718891e-05,3.548526e-05,3.2304826e-05,6.630821e-05
"['-52', '200', '140']","['-51', '200', '140']","['-49', '200', '140']","['-51', '200', '140']","['-52', '200', '140']"
-0.00010531522,-2.56261e-05,3.535723e-05,3.2188273e-05,6.606897e-05
"['-52', '200', '140']","['-52', '200', '140']","['-51', '200', '140']","['-49', '200', '140']","['-51', '200', '140']"
-0.000104221996,-2.5360087e-05,3.4990204e-05,3.185414e-05,6.538314e-05
"['-54', '200', '140']","['-52', '200', '140']","['-52', '200', '140']","['-51', '200', '140']","['-49', '200', '140']"
-0.00010385582,-2.5270985e-05,3.4867266e-05,3.174222e-05,6.515342e-05
"['-57', '200', '140']","['-54', '200', '140']","['-52', '200', '140']","['-52', '200', '140']","['-51', '200', '140']"
-0.000103438644,-2.5169475e-05,3.4727207e-05,3.1614716e-05,6.4891705e-05
"['-57', '200', '140']","['-57', '200', '140']","['-54', '200', '140']","['-52', '200', '140']","['-52', '200', '140']"
-0.0001026638,-2.4980935e-05,3.4467073e-05,3.1377895e-05,6.440561e-05
"['-58', '200', '140']","['-57', '200', '140']","['-57', '200', '140']","['-54', '200', '140']","['-52', '200', '140']"
-0.000102364866,-2.4908195e-05,3.4366712e-05,3.128653e-05,6.4218075e-05
"['-60', '200', '140']","['-58', '200', '140']","['-57', '200', '140']","['-57', '200', '140']","['-54', '200', '140']"
-0.00010272397,-2.4995576e-05,3.4487275e-05,3.1396285e-05,6.444336e-05
"['-59', '200', '140']","['-60', '200', '140']","['-58', '200', '140']","['-57', '200', '140']","['-57', '200', '140']"
-0.00010274175,-2.4999903e-05,3.4493245e-05,3.1401723e-05,6.4454514e-05
"['-62', '200', '140']","['-59', '200', '140']","['-60', '200', '140']","['-58', '200', '140']","['-57', '200', '140']"
-0.00010224377,-2.487873e-05,3.4326058e-05,3.1249518e-05,6.414211e-05
"['-60', '200', '140']","['-62', '200', '140']","['-59', '200', '140']","['-60', '200', '140']","['-58', '200', '140']"
-0.00010278612,-2.5010699e-05,3.450814e-05,3.1415282e-05,6.448235e-05
"['-60', '200', '140']","['-60', '200', '140']","['-62', '200', '140']","['-59', '200', '140']","['-60', '200', '140']"
-0.0001026451,-2.4976383e-05,3.4460794e-05,3.137218e-05,6.439388e-05
"['-63', '200', '140']","['-60', '200', '140']","['-60', '200', '140']","['-62', '200', '140']","['-59', '200', '140']"
-0.00010298861,-2.505997e-05,3.4576122e-05,3.1477168e-05,6.460938e-05
"['-63', '170', '140']","['-63', '200', '140']","['-60', '200', '140']","['-60', '200', '140']","['-62', '200', '140']"
-9.259823e-05,-2.2531704e-05,3.1087784e-05,2.8301482e-05,5.809103e-05
"['-65', '200', '140']","['-63', '170', '140']","['-63', '200', '140']","['-60', '200', '140']","['-60', '200', '140']"
-9.263078e-05,-2.2539622e-05,3.109871e-05,2.8311428e-05,5.8111444e-05
"['-66', '200', '140']","['-65', '200', '140']","['-63', '170', '140']","['-63', '200', '140']","['-60', '200', '140']"
-9.1689835e-05,-2.16458e-05,3.0778578e-05,2.8291286e-05,5.7935697e-05
"['-67', '200', '140']","['-66', '200', '140']","['-65', '200', '140']","['-63', '170', '140']","['-63', '200', '140']"
-7.521269e-05,8.701942e-06,2.5079073e-05,3.3849858e-05,6.402083e-05
"['-65', '140', '140']","['-67', '200', '140']","['-66', '200', '140']","['-65', '200', '140']","['-63', '170', '140']"
-5.565138e-05,1.35581995e-05,1.851119e-05,2.7909988e-05,5.1809286e-05
"['-66', '200', '140']","['-65', '140', '140']","['-67', '200', '140']","['-66', '200', '140']","['-65', '200', '140']"
-8.464461e-05,-2.059637e-05,2.8417535e-05,2.5870559e-05,5.310137e-05
"['-67', '200', '140']","['-66', '200', '140']","['-65', '140', '140']","['-67', '200', '140']","['-66', '200', '140']"
-8.956818e-05,-2.064608e-05,3.0063202e-05,2.7837299e-05,5.6906123e-05
"['-64', '200', '140']","['-67', '200', '140']","['-66', '200', '140']","['-65', '140', '140']","['-67', '200', '140']"
-4.2390853e-05,6.520736e-05,1.3751005e-05,4.3335007e-05,7.3681804e-05
